scenario,training_seed,evaluation_episode,evaluation_seed,robot_random_seed,robot_id,nominal_start_x,nominal_start_y,nominal_start_yaw,realized_start_x,realized_start_y,realized_start_yaw,fixed_goal_x,fixed_goal_y,euclidean_distance_m,astar_path_length_m,astar_waypoint_count,planner_name,planner_config_hash
static_clutter,1,2,10002,10002030008,robot_2,-5.0,4.0,-0.6747,-5.034058655365779,3.9840324306523356,-0.619730431011567,5.0,-4.0,12.822913356684165,21.7503776456267,30,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,2,10002,10002030008,robot_3,5.0,-4.0,2.4669,4.95515927122731,-3.9933720655714824,2.49184715957407,-5.0,4.0,12.76711373389309,22.185674931802915,26,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,2,10002,10002030008,robot_4,5.0,4.0,-2.4669,4.956992140736318,4.001438949046243,-2.5922019790967523,-5.0,-4.0,12.773594550712772,21.102319033204637,25,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,3,10003,10003030012,robot_1,-5.0,-4.0,0.6747,-4.961639674172267,-4.042306534258013,0.772972136837776,5.0,4.0,12.802849658924067,20.912310562561768,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,3,10003,10003030012,robot_2,-5.0,4.0,-0.6747,-5.047204146146791,4.003604284325786,-0.5724970486438359,5.0,-4.0,12.845387993144751,21.7503776456267,30,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,3,10003,10003030012,robot_3,5.0,-4.0,2.4669,4.956710452437314,-4.041132755291433,2.521555706478943,-5.0,4.0,12.798277189602327,22.185674931802915,26,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,3,10003,10003030012,robot_4,5.0,4.0,-2.4669,5.01305675431676,3.987614815942678,-2.528249528248782,-5.0,-4.0,12.808719530578983,20.852319033204637,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,4,10004,10004030016,robot_1,-5.0,-4.0,0.6747,-4.9925586099583334,-4.045250134701887,0.645012433460959,5.0,4.0,12.828767567594838,20.912310562561768,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,4,10004,10004030016,robot_2,-5.0,4.0,-0.6747,-4.9540131917423995,4.043289203131644,-0.6310202563088376,5.0,-4.0,12.797534130706422,21.5003776456267,30,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,4,10004,10004030016,robot_3,5.0,-4.0,2.4669,4.955735993294576,-3.981218897059104,2.412141362423478,-5.0,4.0,12.759958238605426,22.185674931802915,26,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,4,10004,10004030016,robot_4,5.0,4.0,-2.4669,4.9665944149128105,4.010566245203558,-2.610591395746593,-5.0,-4.0,12.786796932780542,21.102319033204637,25,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,5,10005,10005030020,robot_1,-5.0,-4.0,0.6747,-4.98246557873977,-4.031409799953933,0.7509265555062488,5.0,4.0,12.812227066576694,20.912310562561768,24,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
static_clutter,1,5,10005,10005030020,robot_2,-5.0,4.0,-0.6747,-4.96093876514662,4.034880569000886,-0.6568525893015211,5.0,-4.0,12.797640674792705,21.5003776456267,30,mrpp_rl.waypoints.build_scenario_waypoint_manager,bd4a04b010d8ca4424deff6cbffb3fd724c0fbfdd41818d1b09d190db83bafaa
