draw_id,scenario,training_seed,evaluation_episode_index,robot1_start_x,robot1_start_y,robot1_goal_x,robot1_goal_y,robot2_start_x,robot2_start_y,robot2_goal_x,robot2_goal_y,robot3_start_x,robot3_start_y,robot3_goal_x,robot3_goal_y,robot4_start_x,robot4_start_y,robot4_goal_x,robot4_goal_y,euclidean_distance_mean_m,astar_reference_path_length_m,grid_factor_q
draw_0018,dynamic_pedestrians,1,7,-4.9802,4.0102,5,-4,-5.0312,-4.0338,5,4,4.986,-3.978,-5,4,4.9749,3.9862,-5,-4,12.8021,12.8021,
draw_0019,dynamic_pedestrians,1,8,-4.9609,4.0317,5,-4,-4.9678,-4.034,5,4,5.0311,-3.9506,-5,4,5.0264,4.0349,-5,-4,12.8116,12.8116,
draw_0020,dynamic_pedestrians,1,9,-5.0419,4.0102,5,-4,-4.988,-3.9621,5,4,4.9613,-3.9742,-5,4,5.026,4.0281,-5,-4,12.8057,12.8057,
draw_0021,dynamic_pedestrians,2,0,-5.0153,4.0106,5,-4,-4.982,-4.0371,5,4,4.9813,-4.0234,-5,4,4.9669,3.983,-5,-4,12.8041,12.8041,
draw_0022,dynamic_pedestrians,2,1,-4.9765,4.0466,5,-4,-5.0189,-3.9867,5,4,5.0248,-3.9918,-5,4,5.0249,4.0234,-5,-4,12.8226,12.8226,
draw_0023,dynamic_pedestrians,2,2,-4.9728,3.9578,5,-4,-5.035,-3.9535,5,4,4.9556,-4.033,-5,4,4.9675,3.9688,-5,-4,12.7793,12.7793,
draw_0024,dynamic_pedestrians,2,3,-5.0023,4.0001,5,-4,-5.0338,-4.034,5,4,4.9869,-3.9725,-5,4,4.9544,3.9869,-5,-4,12.8008,12.8008,
draw_0025,dynamic_pedestrians,2,4,-5.0114,3.9848,5,-4,-5.0309,-4.0364,5,4,5.0076,-4.023,-5,4,5.029,4.0204,-5,-4,12.8317,12.8317,
draw_0026,dynamic_pedestrians,2,5,-5.0172,3.9894,5,-4,-5.0452,-4.0411,5,4,5.0136,-3.9802,-5,4,5.0108,3.9691,-5,-4,12.8201,12.8201,
draw_0027,dynamic_pedestrians,2,6,-5.0283,4.0095,5,-4,-5.0138,-4.0448,5,4,5.0495,-4.0456,-5,4,5.006,3.9736,-5,-4,12.8368,12.8368,
draw_0028,dynamic_pedestrians,2,7,-4.9714,4.0499,5,-4,-4.999,-3.9919,5,4,4.9716,-3.9906,-5,4,5.0124,4.0305,-5,-4,12.8072,12.8072,
draw_0029,dynamic_pedestrians,2,8,-4.9606,3.9658,5,-4,-4.959,-3.9563,5,4,4.9735,-3.9772,-5,4,4.9521,4.0405,-5,-4,12.7667,12.7667,
draw_0030,dynamic_pedestrians,2,9,-4.9954,4.0039,5,-4,-5.013,-3.9703,5,4,5.0104,-3.9653,-5,4,4.995,3.998,-5,-4,12.7992,12.7992,
draw_0031,dynamic_pedestrians,3,0,-5.0132,4.0004,5,-4,-5.0302,-3.9656,5,4,4.9977,-4.026,-5,4,5.0147,3.9539,-5,-4,12.8087,12.8087,
draw_0032,dynamic_pedestrians,3,1,-4.9853,3.9733,5,-4,-5,-4.0274,5,4,5.0173,-4.0154,-5,4,4.9551,4.0018,-5,-4,12.8008,12.8008,
draw_0033,dynamic_pedestrians,3,2,-4.9627,3.9657,5,-4,-4.9877,-3.9619,5,4,4.9951,-3.9834,-5,4,4.9766,4.0162,-5,-4,12.7797,12.7797,
draw_0034,dynamic_pedestrians,3,3,-5.0281,4.0237,5,-4,-5.0288,-4.0345,5,4,4.9777,-4.0064,-5,4,5.0292,3.9783,-5,-4,12.8254,12.8254,
draw_0035,dynamic_pedestrians,3,4,-5.0105,3.9755,5,-4,-4.9576,-4.0102,5,4,5.0262,-3.959,-5,4,4.9818,3.9918,-5,-4,12.7917,12.7917,
draw_0036,dynamic_pedestrians,3,5,-4.9866,4.0162,5,-4,-4.9694,-4.0062,5,4,4.9526,-4.0375,-5,4,4.9805,4.0455,-5,-4,12.8011,12.8011,
draw_0037,dynamic_pedestrians,3,6,-5.0192,4.0473,5,-4,-5.0296,-3.9587,5,4,5.0152,-3.9626,-5,4,5.0122,4.0492,-5,-4,12.824,12.824,
draw_0038,dynamic_pedestrians,3,7,-4.9562,4.0456,5,-4,-4.9847,-4.0231,5,4,4.9706,-4.0329,-5,4,5.0173,3.9548,-5,-4,12.8012,12.8012,
draw_0039,dynamic_pedestrians,3,8,-5.0201,4.038,5,-4,-5.0219,-3.9791,5,4,5.0488,-3.9949,-5,4,4.9565,4.0335,-5,-4,12.8226,12.8226,
draw_0040,dynamic_pedestrians,3,9,-4.9887,3.9889,5,-4,-5.0124,-3.959,5,4,5.0266,-3.9844,-5,4,5.0064,4.0335,-5,-4,12.8076,12.8076,
draw_0041,dynamic_pedestrians,4,0,-4.9563,3.9508,5,-4,-5.0101,-4.0458,5,4,5.0263,-3.9632,-5,4,5.0381,4.0438,-5,-4,12.8129,12.8129,
draw_0042,dynamic_pedestrians,4,1,-5.0235,4.0439,5,-4,-4.9568,-4.008,5,4,5.0036,-3.9825,-5,4,4.9866,3.9636,-5,-4,12.8002,12.8002,
draw_0043,dynamic_pedestrians,4,2,-4.9547,4.0181,5,-4,-4.9505,-3.9976,5,4,4.9526,-4.012,-5,4,5.0196,3.9809,-5,-4,12.7837,12.7837,
draw_0044,dynamic_pedestrians,4,3,-5.049,4.0121,5,-4,-5.0298,-4.0305,5,4,5.0445,-3.9526,-5,4,4.9852,4.0082,-5,-4,12.828,12.828,
draw_0045,dynamic_pedestrians,4,4,-5.0442,4.0187,5,-4,-4.9836,-4.0152,5,4,4.9918,-4.0488,-5,4,4.9525,3.9758,-5,-4,12.81,12.81,
draw_0046,dynamic_pedestrians,4,5,-5.0041,3.9716,5,-4,-5.0042,-4.0391,5,4,4.9774,-3.9528,-5,4,5.0312,3.9637,-5,-4,12.7982,12.7982,
draw_0047,dynamic_pedestrians,4,6,-5.0042,3.9701,5,-4,-4.9857,-3.9603,5,4,4.9932,-3.9861,-5,4,5.0233,3.9821,-5,-4,12.7917,12.7917,
draw_0048,dynamic_pedestrians,4,7,-5.0275,4.0004,5,-4,-5.0192,-3.9846,5,4,5.0479,-4.0306,-5,4,4.9908,4.0058,-5,-4,12.8263,12.8263,
draw_0049,dynamic_pedestrians,4,8,-5.0067,3.9928,5,-4,-5.0462,-3.9721,5,4,5.0268,-4.043,-5,4,4.9687,4.0012,-5,-4,12.8172,12.8172,
draw_0050,dynamic_pedestrians,4,9,-4.9733,3.9662,5,-4,-4.9688,-3.9893,5,4,4.9958,-4.0337,-5,4,5.0296,4.0097,-5,-4,12.7997,12.7997,
draw_0051,dynamic_pedestrians,5,0,-4.999,3.9503,5,-4,-5.0329,-4.0369,5,4,4.9811,-4.0211,-5,4,5.0472,4.0376,-5,-4,12.8252,12.8252,
draw_0052,dynamic_pedestrians,5,1,-5.044,4.0376,5,-4,-4.9616,-4.014,5,4,5.0333,-4.039,-5,4,4.987,3.966,-5,-4,12.8201,12.8201,
draw_0053,dynamic_pedestrians,5,2,-4.9864,4.0159,5,-4,-4.9676,-3.9679,5,4,5.0215,-3.9932,-5,4,4.9755,4.0113,-5,-4,12.7949,12.7949,
draw_0054,dynamic_pedestrians,5,3,-4.9651,4.0175,5,-4,-5.0454,-3.9668,5,4,4.9944,-3.9631,-5,4,5.029,3.9951,-5,-4,12.8039,12.8039,
draw_0055,dynamic_pedestrians,5,4,-4.9569,3.9775,5,-4,-5.0111,-4.0085,5,4,5.0499,-4.0056,-5,4,4.967,4.0442,-5,-4,12.8089,12.8089,
draw_0056,dynamic_pedestrians,5,5,-5.0046,4.0176,5,-4,-5.0014,-4.0173,5,4,4.9517,-3.9906,-5,4,5.0071,4.0018,-5,-4,12.8037,12.8037,
draw_0057,dynamic_pedestrians,5,6,-5.037,3.9979,5,-4,-4.9928,-4.0002,5,4,5.0286,-4.0305,-5,4,5.0078,4.0019,-5,-4,12.8239,12.8239,
draw_0058,dynamic_pedestrians,5,7,-5.029,3.9642,5,-4,-5.0487,-4.0081,5,4,5.004,-4.0453,-5,4,4.9756,4.0241,-5,-4,12.824,12.824,
draw_0059,dynamic_pedestrians,5,8,-5.0206,4.0497,5,-4,-5.0122,-3.9827,5,4,4.9604,-4.0231,-5,4,4.9695,4.0277,-5,-4,12.812,12.812,
draw_0060,dynamic_pedestrians,5,9,-4.9933,3.9593,5,-4,-4.9886,-4.0491,5,4,4.9787,-4.0019,-5,4,5.0144,3.9912,-5,-4,12.8016,12.8016,
draw_0061,dynamic_pedestrians,6,0,-4.9541,4.0182,5,-4,-4.9733,-3.9872,5,4,5.0228,-4.0337,-5,4,4.9534,3.9753,-5,-4,12.7897,12.7897,
draw_0062,dynamic_pedestrians,6,1,-5.0358,4.0106,5,-4,-5.017,-3.9731,5,4,5.0497,-4.0206,-5,4,4.9876,4.0382,-5,-4,12.8305,12.8305,
draw_0063,dynamic_pedestrians,6,2,-5.0005,3.9846,5,-4,-4.9683,-3.9701,5,4,4.9817,-3.954,-5,4,5.0283,3.9601,-5,-4,12.7817,12.7817,
draw_0064,dynamic_pedestrians,6,3,-5.04,4.0273,5,-4,-5.0133,-3.9512,5,4,5.0181,-4.0399,-5,4,4.9704,4.0067,-5,-4,12.8184,12.8184,
draw_0065,dynamic_pedestrians,6,4,-5.0109,4.0086,5,-4,-4.9895,-4.0247,5,4,4.9927,-3.9535,-5,4,5.0075,3.9868,-5,-4,12.8023,12.8023,
draw_0066,dynamic_pedestrians,6,5,-4.9858,4.0223,5,-4,-4.9705,-4.0418,5,4,5.0102,-4.0094,-5,4,4.969,4.019,-5,-4,12.8081,12.8081,
draw_0067,dynamic_pedestrians,6,6,-5.0498,3.9693,5,-4,-4.9851,-3.9503,5,4,4.9991,-3.9823,-5,4,4.9548,3.969,-5,-4,12.784,12.784,
draw_0068,dynamic_pedestrians,6,7,-5.0118,3.964,5,-4,-5.025,-4.0216,5,4,5.0162,-3.9852,-5,4,4.9627,3.9884,-5,-4,12.8029,12.8029,
draw_0069,dynamic_pedestrians,6,8,-5.0167,3.9958,5,-4,-5.0436,-4.0327,5,4,4.9703,-3.9817,-5,4,5.0265,3.9795,-5,-4,12.8158,12.8158,
draw_0070,dynamic_pedestrians,6,9,-4.9758,4.0083,5,-4,-4.9781,-4.0312,5,4,4.9698,-3.9656,-5,4,5.0158,4.034,-5,-4,12.8006,12.8006,
draw_0071,dynamic_pedestrians,7,0,-5.0011,3.9932,5,-4,-4.9847,-3.9684,5,4,4.9747,-4.0053,-5,4,5.0287,4.0048,-5,-4,12.7997,12.7997,
draw_0072,dynamic_pedestrians,7,1,-5.029,4.0091,5,-4,-4.9989,-4.0389,5,4,4.9697,-3.983,-5,4,4.9662,4.0335,-5,-4,12.8093,12.8093,
draw_0073,dynamic_pedestrians,7,2,-5.0042,3.9649,5,-4,-5.024,-4.0059,5,4,4.952,-4.0244,-5,4,4.9897,3.9545,-5,-4,12.7926,12.7926,
draw_0074,dynamic_pedestrians,7,3,-5.0265,3.9885,5,-4,-4.9697,-4.0005,5,4,4.995,-4.0017,-5,4,4.9579,3.954,-5,-4,12.7877,12.7877,
draw_0075,dynamic_pedestrians,7,4,-4.9781,4.0442,5,-4,-4.9833,-3.9607,5,4,4.9875,-3.9577,-5,4,5.0001,4.037,-5,-4,12.7963,12.7963,
draw_0076,dynamic_pedestrians,7,5,-4.9799,4.0486,5,-4,-4.9913,-4.0006,5,4,5.0319,-4.0327,-5,4,4.9805,4.0487,-5,-4,12.8235,12.8235,
draw_0077,dynamic_pedestrians,7,6,-5.0012,4.026,5,-4,-4.9652,-4.0196,5,4,5.0339,-3.9922,-5,4,4.9745,4.0343,-5,-4,12.8126,12.8126,
draw_0078,dynamic_pedestrians,7,7,-4.9605,3.9548,5,-4,-4.9627,-3.9741,5,4,5.0024,-3.9758,-5,4,5.0301,4.0309,-5,-4,12.7875,12.7875,
draw_0079,dynamic_pedestrians,7,8,-4.9851,4.0389,5,-4,-5.0442,-3.9803,5,4,4.9757,-4.0247,-5,4,4.9681,4.0357,-5,-4,12.8135,12.8135,
draw_0080,dynamic_pedestrians,7,9,-4.9819,4.0264,5,-4,-4.9554,-3.9653,5,4,5.0291,-4.0499,-5,4,5.0464,4.0418,-5,-4,12.8218,12.8218,
draw_0081,mixed_complex,0,0,-5.9695,5.981,6,-6,-6.0361,-5.9698,6,6,6.0041,5.9558,-6,-6,5.9556,-5.9827,-6,6,16.9449,23.0091,
draw_0082,mixed_complex,0,1,-6.0004,6.0013,6,-6,-5.9614,-5.9827,6,6,5.9987,5.9655,-6,-6,6.0144,-5.9859,-6,6,16.9547,23.1342,
draw_0083,mixed_complex,0,2,-6.0277,6.011,6,-6,-5.9688,-6.0287,6,6,6.025,6.0183,-6,-6,6.0109,-6.0446,-6,6,16.9944,22.9326,
draw_0084,mixed_complex,0,3,-5.9643,6.0342,6,-6,-6.0184,-6.0182,6,6,5.9858,5.9875,-6,-6,6.0319,-6.0297,-6,6,16.9829,23.0527,
draw_0085,mixed_complex,0,4,-5.9681,6.0024,6,-6,-5.9857,-5.9886,6,6,6.0357,6.021,-6,-6,6.0057,-6.0097,-6,6,16.9735,23.1777,
draw_0086,mixed_complex,0,5,-5.9653,6.0176,6,-6,-5.9752,-6.0412,6,6,5.9741,6.0441,-6,-6,5.9918,-6.0235,-6,6,16.9764,23.1388,
draw_0087,mixed_complex,0,6,-5.9986,5.9717,6,-6,-6.0414,-6.0293,6,6,6.0359,6.0451,-6,-6,6.0227,-6.0422,-6,6,17.0036,22.9948,
draw_0088,mixed_complex,0,7,-6.0327,6.0317,6,-6,-6.002,-5.9514,6,6,6.0365,6.0438,-6,-6,6.0009,-6.0179,-6,6,16.9913,23.0529,
draw_0089,mixed_complex,0,8,-5.9747,6.0386,6,-6,-6.0213,-6.0137,6,6,6.0039,5.9927,-6,-6,5.9744,-5.9771,-6,6,16.9699,22.9902,
draw_0090,mixed_complex,0,9,-6.0332,5.9931,6,-6,-5.9611,-5.9638,6,6,5.9592,5.9761,-6,-6,5.9866,-5.9588,-6,6,16.9408,23.0095,
draw_0091,mixed_complex,1,0,-6.0226,5.9876,6,-6,-5.9598,-6.0299,6,6,6.0439,6.0365,-6,-6,5.9564,-5.9501,-6,6,16.9683,22.9948,
draw_0092,mixed_complex,1,1,-6.0064,5.9973,6,-6,-5.9822,-6.0451,6,6,5.9741,6.0258,-6,-6,5.9877,-6.0132,-6,6,16.9762,23.1388,
draw_0093,mixed_complex,1,2,-6.0425,6.015,6,-6,-5.9794,-5.9509,6,6,6.0161,5.9641,-6,-6,6.0307,-6.0482,-6,6,16.9789,22.8845,
draw_0094,mixed_complex,1,3,-6.0442,6.0237,6,-6,-6.0296,-5.9809,6,6,5.9978,6.0486,-6,-6,6.0256,-5.9677,-6,6,16.9915,23.1154,
draw_0095,mixed_complex,1,4,-5.9676,6.0467,6,-6,-5.9942,-5.9997,6,6,6.0216,5.9721,-6,-6,5.9621,-6.0347,-6,6,16.9704,22.9467,
draw_0096,mixed_complex,1,5,-6.0165,6.038,6,-6,-5.994,-6.0231,6,6,5.9757,6.0271,-6,-6,5.9803,-5.9963,-6,6,16.9796,23.1777,
draw_0097,mixed_complex,1,6,-5.9934,6.027,6,-6,-6.0304,-6.0423,6,6,6.0485,6.0343,-6,-6,6.0422,-6.0305,-6,6,17.0145,23.1195,
draw_0098,mixed_complex,1,7,-6.0128,5.9806,6,-6,-5.9943,-5.9929,6,6,6.0354,6.013,-6,-6,6.043,-6.039,-6,6,16.9902,23.0527,
draw_0099,mixed_complex,1,8,-5.9975,6.0052,6,-6,-6.0483,-6.0462,6,6,5.9743,6.0123,-6,-6,6.0273,-5.9576,-6,6,16.9827,23.2011,
draw_0100,mixed_complex,1,9,-5.9651,5.9716,6,-6,-6.0003,-5.9527,6,6,6.0296,6.0255,-6,-6,5.9832,-6.0131,-6,6,16.9602,23.0529,
draw_0101,mixed_complex,2,0,-5.9575,5.9622,6,-6,-6.0285,-6.0282,6,6,5.991,5.975,-6,-6,5.9741,-6.0068,-6,6,16.957,22.9323,
draw_0102,mixed_complex,2,1,-6.0414,6.0077,6,-6,-5.9639,-6.0496,6,6,6.0318,6.0376,-6,-6,6.0445,-6.0221,-6,6,17.0057,23.0576,
draw_0103,mixed_complex,2,2,-6.0402,5.9589,6,-6,-5.9723,-5.9976,6,6,5.9627,6.0082,-6,-6,5.9751,-5.9519,-6,6,16.9471,22.947,
draw_0104,mixed_complex,2,3,-6.0093,6.0225,6,-6,-6.0349,-5.9546,6,6,5.9892,5.958,-6,-6,6.0425,-5.9653,-6,6,16.9664,23.1966,
draw_0105,mixed_complex,2,4,-6.0397,6.029,6,-6,-6.0107,-6.0094,6,6,6.0217,5.9821,-6,-6,5.967,-5.9851,-6,6,16.9785,22.8654,
draw_0106,mixed_complex,2,5,-5.9631,6.0238,6,-6,-6.0228,-5.9591,6,6,5.9511,5.9939,-6,-6,6.0358,-6.0133,-6,6,16.964,23.1342,
draw_0107,mixed_complex,2,6,-5.9824,5.9781,6,-6,-5.996,-6.0254,6,6,5.9984,5.9754,-6,-6,5.9786,-6.0212,-6,6,16.9627,23.1823,
draw_0108,mixed_complex,2,7,-5.9797,6.0482,6,-6,-6.0085,-6.0243,6,6,5.9818,5.9808,-6,-6,5.968,-5.9871,-6,6,16.9668,22.9902,
draw_0109,mixed_complex,2,8,-6.0103,5.9594,6,-6,-6.0078,-5.9772,6,6,6.0102,6.0284,-6,-6,6.0031,-5.9992,-6,6,16.9698,23.0529,
draw_0110,mixed_complex,2,9,-5.9919,6.0487,6,-6,-6.035,-5.9883,6,6,6.0036,6.0066,-6,-6,5.9776,-5.9914,-6,6,16.9782,23.2401,
draw_0111,mixed_complex,3,0,-6.0096,5.9787,6,-6,-5.9658,-6.0323,6,6,6.0347,6.0442,-6,-6,5.9812,-5.9756,-6,6,16.9745,23.1823,
draw_0112,mixed_complex,3,1,-5.9759,6.0215,6,-6,-5.9611,-5.9762,6,6,5.9517,6.0449,-6,-6,5.9598,-5.9602,-6,6,16.9443,22.9467,
draw_0113,mixed_complex,3,2,-5.9912,6.0122,6,-6,-5.9633,-5.9797,6,6,5.98,5.9806,-6,-6,6.0169,-6.0193,-6,6,16.9605,23.1777,
draw_0114,mixed_complex,3,3,-5.9849,6.0433,6,-6,-5.9736,-6.0434,6,6,5.9632,5.9916,-6,-6,5.9855,-6.0051,-6,6,16.9689,23.1388,
draw_0115,mixed_complex,3,4,-6.0126,5.995,6,-6,-5.9524,-5.9922,6,6,5.9566,6.0378,-6,-6,5.9829,-6.0133,-6,6,16.9605,23.1342,
draw_0116,mixed_complex,3,5,-5.9797,6.0487,6,-6,-5.9531,-5.9618,6,6,6.0284,5.9516,-6,-6,5.9871,-6.0394,-6,6,16.9618,23.0092,
draw_0117,mixed_complex,3,6,-6.0173,5.9647,6,-6,-6.0376,-5.9684,6,6,5.9633,6.0286,-6,-6,5.9793,-5.9732,-6,6,16.9587,23.0719,
draw_0118,mixed_complex,3,7,-6.0082,6.0417,6,-6,-6.0188,-6.0478,6,6,5.9934,6.0312,-6,-6,6.0105,-6.0377,-6,6,17.0041,23.0573,
draw_0119,mixed_complex,3,8,-5.9521,5.9891,6,-6,-6.045,-5.9915,6,6,6.0161,6.0185,-6,-6,5.9839,-6.0284,-6,6,16.975,23.1151,
draw_0120,mixed_complex,3,9,-6.0496,6.0279,6,-6,-5.954,-6.0354,6,6,5.995,6.0155,-6,-6,6.0132,-5.9949,-6,6,16.9857,23.0576,
draw_0121,mixed_complex,4,0,-5.969,6.0272,6,-6,-6.0281,-6.0229,6,6,6.0021,5.9823,-6,-6,5.9598,-5.9728,-6,6,16.9643,23.0526,
draw_0122,mixed_complex,4,1,-6.0363,6.0362,6,-6,-5.9627,-5.9877,6,6,6.021,6.0385,-6,-6,6.0326,-5.9575,-6,6,16.9834,23.0529,
draw_0123,mixed_complex,4,2,-5.9611,5.96,6,-6,-6.0371,-6.0188,6,6,6.0433,5.9897,-6,-6,6.0055,-6.0263,-6,6,16.978,22.9904,
draw_0124,mixed_complex,4,3,-6.047,5.9831,6,-6,-5.9581,-6.0263,6,6,5.9716,6.0252,-6,-6,6.0034,-6.0039,-6,6,16.9739,23.0141,
draw_0125,mixed_complex,4,4,-6.0031,5.9668,6,-6,-6.0187,-5.9549,6,6,5.9516,5.9565,-6,-6,5.9521,-5.9897,-6,6,16.9341,22.7771,
draw_0126,mixed_complex,4,5,-6.0474,5.994,6,-6,-6.0119,-5.9551,6,6,5.9671,5.9996,-6,-6,6.0004,-5.9789,-6,6,16.9625,23.0095,
draw_0127,mixed_complex,4,6,-6.0197,5.9607,6,-6,-5.9509,-6.0447,6,6,6.0487,5.9795,-6,-6,6.0068,-5.9743,-6,6,16.968,23.0576,
draw_0128,mixed_complex,4,7,-6.0243,6.019,6,-6,-6.038,-6.0275,6,6,6.0215,5.9544,-6,-6,5.9942,-5.9685,-6,6,16.979,23.2011,
draw_0129,mixed_complex,4,8,-5.9667,6.0351,6,-6,-6.0402,-5.957,6,6,6.0417,5.9655,-6,-6,6.0065,-6.0428,-6,6,16.9805,23.0716,
draw_0130,mixed_complex,4,9,-6.0129,6.0272,6,-6,-6.0054,-5.9962,6,6,6.0019,5.9684,-6,-6,6.0357,-5.9993,-6,6,16.9789,23.1342,
draw_0131,mixed_complex,5,0,-6.0157,5.9752,6,-6,-6.0322,-6.0114,6,6,6.0111,5.9562,-6,-6,6.0203,-5.9792,-6,6,16.9708,23.1966,
draw_0132,mixed_complex,5,1,-5.9684,5.9717,6,-6,-6.0337,-6.0124,6,6,5.9837,5.9951,-6,-6,6.0208,-6.0019,-6,6,16.9684,23.1154,
draw_0133,mixed_complex,5,2,-6.0159,6.0035,6,-6,-6.0091,-5.9928,6,6,5.9945,6.0067,-6,-6,5.981,-6.0263,-6,6,16.9758,23.0527,
draw_0134,mixed_complex,5,3,-5.9949,5.9994,6,-6,-5.9998,-5.9678,6,6,6.0327,5.9532,-6,-6,5.9746,-6.0263,-6,6,16.9615,22.9467,
draw_0135,mixed_complex,5,4,-5.9973,5.964,6,-6,-6.0277,-6.0496,6,6,6.0005,6.0086,-6,-6,6.0126,-6.0192,-6,6,16.9846,23.1198,
draw_0136,mixed_complex,5,5,-6.0319,5.9963,6,-6,-6.0374,-6.0134,6,6,6.0373,6.0214,-6,-6,5.9588,-5.9768,-6,6,16.9835,22.9279,
draw_0137,mixed_complex,5,6,-5.9727,6.0018,6,-6,-5.9702,-6.0101,6,6,6.0249,5.9713,-6,-6,6.0498,-5.9864,-6,6,16.9683,23.1342,
draw_0138,mixed_complex,5,7,-5.9527,6.016,6,-6,-6.0397,-5.9705,6,6,6.0043,5.9763,-6,-6,6.0428,-5.9704,-6,6,16.9658,23.2401,
draw_0139,mixed_complex,5,8,-5.9776,5.9973,6,-6,-6.0289,-6.0318,6,6,6.0488,6.02,-6,-6,6.0106,-5.9674,-6,6,16.9851,23.2445,
draw_0140,mixed_complex,5,9,-6.0139,5.9679,6,-6,-6.0216,-6.0346,6,6,5.9705,5.9672,-6,-6,5.9653,-6.0409,-6,6,16.9674,22.7817,
draw_0141,mixed_complex,6,0,-5.9994,6.0302,6,-6,-5.9596,-5.9659,6,6,5.9643,5.9587,-6,-6,5.9742,-6.0244,-6,6,16.9488,22.9018,
draw_0142,mixed_complex,6,1,-6.0458,6.0243,6,-6,-5.9503,-5.9892,6,6,5.9697,6.0459,-6,-6,6.0445,-6.0125,-6,6,16.9851,23.0095,
draw_0143,mixed_complex,6,2,-5.9915,6.0255,6,-6,-5.9846,-5.9802,6,6,6.0332,6.0053,-6,-6,6.0422,-6.0248,-6,6,16.986,23.1777,
draw_0144,mixed_complex,6,3,-5.9808,5.9626,6,-6,-5.976,-6.0282,6,6,5.9506,5.972,-6,-6,6.0162,-6.0149,-6,6,16.9531,22.9692,
draw_0145,mixed_complex,6,4,-6.0307,6.0115,6,-6,-5.9514,-6.0022,6,6,5.9833,6.0226,-6,-6,5.9598,-5.9701,-6,6,16.9585,22.8654,
draw_0146,mixed_complex,6,5,-6.0216,6.0392,6,-6,-6.0099,-5.9892,6,6,6.0442,5.9564,-6,-6,6.0282,-5.9504,-6,6,16.9775,23.1342,
