draw_id,scenario,training_seed,evaluation_episode_index,robot1_start_x,robot1_start_y,robot1_goal_x,robot1_goal_y,robot2_start_x,robot2_start_y,robot2_goal_x,robot2_goal_y,robot3_start_x,robot3_start_y,robot3_goal_x,robot3_goal_y,robot4_start_x,robot4_start_y,robot4_goal_x,robot4_goal_y,euclidean_distance_mean_m,astar_reference_path_length_m,grid_factor_q
draw_0147,mixed_complex,6,6,-6.0083,6.0471,6,-6,-6.0201,-5.9616,6,6,6.027,6.0325,-6,-6,6.0154,-5.9729,-6,6,16.9856,23.1777,
draw_0148,mixed_complex,6,7,-6.0287,6.0434,6,-6,-6.0074,-5.96,6,6,5.9552,5.9995,-6,-6,5.9666,-5.9606,-6,6,16.9567,22.822,
draw_0149,mixed_complex,6,8,-6,6.022,6,-6,-6.005,-6.0159,6,6,6.0456,5.9543,-6,-6,6.0036,-5.9853,-6,6,16.9762,23.1342,
draw_0150,mixed_complex,6,9,-6.0141,5.9921,6,-6,-6.0278,-6.0387,6,6,6.0084,5.9939,-6,-6,5.9809,-6.0474,-6,6,16.9888,23.1195,
draw_0151,mixed_complex,7,0,-5.9848,5.9608,6,-6,-5.9649,-5.9766,6,6,5.9924,6.0489,-6,-6,6.0459,-6.0323,-6,6,16.9718,22.9279,
draw_0152,mixed_complex,7,1,-5.976,5.9577,6,-6,-5.9932,-5.9565,6,6,5.9823,5.9532,-6,-6,6.0159,-5.9773,-6,6,16.9374,23.0095,
draw_0153,mixed_complex,7,2,-5.9935,5.9751,6,-6,-5.9762,-5.9622,6,6,5.9682,5.967,-6,-6,6.0241,-5.9813,-6,6,16.9436,23.0893,
draw_0154,mixed_complex,7,3,-5.9919,5.9717,6,-6,-6.0167,-6.0287,6,6,6.0457,6.0079,-6,-6,5.9802,-5.9974,-6,6,16.9777,23.0576,
draw_0155,mixed_complex,7,4,-5.9574,6.0117,6,-6,-6.0226,-5.9587,6,6,6.0025,5.9794,-6,-6,6.0345,-5.9512,-6,6,16.9561,23.1777,
draw_0156,mixed_complex,7,5,-5.9644,5.9849,6,-6,-6.0458,-5.9779,6,6,6.0434,5.9623,-6,-6,6.0149,-6.0475,-6,6,16.9779,23.0716,
draw_0157,mixed_complex,7,6,-5.9506,5.9558,6,-6,-6.0201,-5.9998,6,6,5.9937,5.9531,-6,-6,6.0194,-5.9617,-6,6,16.9448,23.0095,
draw_0158,mixed_complex,7,7,-5.9786,6.0233,6,-6,-5.9732,-6.0086,6,6,5.972,5.989,-6,-6,5.9734,-6.0466,-6,6,16.9644,22.9467,
draw_0159,mixed_complex,7,8,-5.9853,6.0156,6,-6,-5.9759,-6.0406,6,6,5.9781,6.0139,-6,-6,6.0412,-6.0145,-6,6,16.9821,23.1823,
draw_0160,mixed_complex,7,9,-5.9776,6.0266,6,-6,-6.0489,-5.9907,6,6,5.9682,5.9613,-6,-6,5.9655,-6.0149,-6,6,16.9624,22.9642,
draw_0161,static_clutter,0,0,-4.9656,-3.9742,5,4,-5.0241,4.0011,5,-4,5.0284,-4.0197,-5,4,5.0083,4.0408,-5,-4,12.817,21.1127,
draw_0162,static_clutter,0,1,-5.0002,-4.0345,5,4,-5.0499,4.0172,5,-4,4.9996,-4.016,-5,4,5.0454,3.9801,-5,-4,12.8323,21.2377,
draw_0163,static_clutter,0,2,-4.963,-4.0113,5,4,-4.9644,3.9725,5,-4,4.9729,-4.0316,-5,4,4.9886,4.0073,-5,-4,12.7881,21.4252,
draw_0164,static_clutter,0,3,-4.9877,-3.9873,5,4,-4.9858,4.0416,5,-4,4.9906,-3.9668,-5,4,5.0439,3.9986,-5,-4,12.8069,21.1127,
draw_0165,static_clutter,0,4,-5.0014,-3.9695,5,4,-5.0154,3.9666,5,-4,5.0149,-4.0264,-5,4,5.0337,3.9986,-5,-4,12.813,21.3627,
draw_0166,static_clutter,0,5,-4.963,-3.9951,5,4,-5.0233,3.9941,5,-4,5.003,-4.0494,-5,4,4.962,4.0111,-5,-4,12.8046,21.3002,
draw_0167,static_clutter,0,6,-5.0025,-3.9522,5,4,-5.0441,4.0328,5,-4,5.029,-4.0092,-5,4,4.9667,4.0136,-5,-4,12.8158,21.2377,
draw_0168,static_clutter,0,7,-5.0147,-3.9884,5,4,-5.0009,3.9604,5,-4,5.014,-4.0261,-5,4,5.0268,4.0027,-5,-4,12.8138,21.3627,
draw_0169,static_clutter,0,8,-4.9662,-3.9593,5,4,-4.9508,4.0497,5,-4,5.0298,-3.9954,-5,4,5.0242,4.0404,-5,-4,12.8076,21.1127,
draw_0170,static_clutter,0,9,-4.9957,-3.9795,5,4,-5.0447,3.9818,5,-4,5.0385,-3.9748,-5,4,4.9547,3.9783,-5,-4,12.7995,21.2377,
draw_0171,static_clutter,1,0,-4.9521,-4.0284,5,4,-5.0458,3.9881,5,-4,4.9741,-3.9894,-5,4,4.9835,4.0419,-5,-4,12.8051,21.4252,
draw_0172,static_clutter,1,1,-5.0339,-4.0156,5,4,-5.0489,3.9696,5,-4,4.9804,-4.0413,-5,4,5,4.0316,-5,-4,12.8277,21.3627,
draw_0173,static_clutter,1,2,-4.9719,-4.0069,5,4,-5.0341,3.984,5,-4,4.9552,-3.9934,-5,4,4.957,4.0014,-5,-4,12.7881,21.4252,
draw_0174,static_clutter,1,3,-4.9616,-4.0423,5,4,-5.0472,4.0036,5,-4,4.9567,-4.0411,-5,4,5.0131,3.9876,-5,-4,12.8138,21.4252,
draw_0175,static_clutter,1,4,-4.9926,-4.0453,5,4,-4.954,4.0433,5,-4,4.9557,-3.9812,-5,4,4.9666,4.0106,-5,-4,12.7933,21.4252,
draw_0176,static_clutter,1,5,-4.9825,-4.0314,5,4,-4.9609,4.0349,5,-4,4.9962,-4.0467,-5,4,4.9831,4.0468,-5,-4,12.8162,21.3002,
draw_0177,static_clutter,1,6,-5.0435,-3.9653,5,4,-5.0447,3.9668,5,-4,4.98,-4.0361,-5,4,4.9881,4.0495,-5,-4,12.8201,21.3627,
draw_0178,static_clutter,1,7,-4.9669,-4.01,5,4,-4.9849,4.0413,5,-4,4.9571,-4.0042,-5,4,5.0237,4.0224,-5,-4,12.8053,21.3002,
draw_0179,static_clutter,1,8,-4.9855,-3.9755,5,4,-4.9722,3.969,5,-4,5.0478,-4.0189,-5,4,4.9789,4.0167,-5,-4,12.8001,21.2377,
draw_0180,static_clutter,1,9,-4.9838,-4.0258,5,4,-5.0182,4.0083,5,-4,5.0363,-4.0101,-5,4,4.9759,3.9661,-5,-4,12.8106,21.1127,
draw_0181,static_clutter,2,0,-5.0163,-3.9615,5,4,-4.9621,3.9938,5,-4,5.0133,-3.9565,-5,4,5.033,3.9841,-5,-4,12.7949,21.1127,
draw_0182,static_clutter,2,1,-4.9629,-3.9617,5,4,-4.9542,3.9746,5,-4,4.9629,-3.9562,-5,4,4.9901,3.9608,-5,-4,12.758,21.3627,
draw_0183,static_clutter,2,2,-4.9719,-4.022,5,4,-5.0346,4.0367,5,-4,4.9526,-4.0375,-5,4,4.9987,4.0068,-5,-4,12.8141,21.3627,
draw_0184,static_clutter,2,3,-4.9566,-4.0328,5,4,-4.981,3.9613,5,-4,4.9555,-3.962,-5,4,4.9667,4.0261,-5,-4,12.7761,21.5502,
draw_0185,static_clutter,2,4,-4.952,-3.9715,5,4,-5.0208,3.9781,5,-4,5.0329,-4.0342,-5,4,4.9559,4.0075,-5,-4,12.7974,21.3002,
draw_0186,static_clutter,2,5,-5.0139,-4.0234,5,4,-5.0497,4.0493,5,-4,5.0265,-3.9506,-5,4,4.9958,3.9895,-5,-4,12.8251,21.1752,
draw_0187,static_clutter,2,6,-5.0227,-4.0047,5,4,-4.972,4.0039,5,-4,4.9759,-3.9744,-5,4,5.0148,4.0167,-5,-4,12.8033,21.1127,
draw_0188,static_clutter,2,7,-4.9817,-3.9886,5,4,-5.0108,4.041,5,-4,4.9798,-4.0392,-5,4,4.9804,3.9903,-5,-4,12.8063,21.2377,
draw_0189,static_clutter,2,8,-4.9923,-4.0158,5,4,-5.0019,4.0175,5,-4,5.0456,-4.0112,-5,4,5.0345,4.0239,-5,-4,12.8315,21.1127,
draw_0190,static_clutter,2,9,-4.9739,-3.9894,5,4,-4.9775,4.016,5,-4,4.9895,-4.0359,-5,4,5.0023,3.9733,-5,-4,12.7975,21.1752,
draw_0191,static_clutter,3,0,-4.981,-4.0264,5,4,-4.9682,4.0151,5,-4,5.0307,-4.0026,-5,4,5.041,4.014,-5,-4,12.8194,21.1752,
draw_0192,static_clutter,3,1,-4.9593,-3.9608,5,4,-5.0328,4.0074,5,-4,4.9725,-3.9708,-5,4,4.971,3.9615,-5,-4,12.7781,21.3002,
draw_0193,static_clutter,3,2,-4.9643,-3.9899,5,4,-4.9666,3.9883,5,-4,4.9671,-4.0366,-5,4,4.9564,4.0292,-5,-4,12.7848,21.3627,
draw_0194,static_clutter,3,3,-5.0079,-4.0333,5,4,-5.0219,3.951,5,-4,5.0389,-4.0465,-5,4,5.003,3.9591,-5,-4,12.8187,21.3627,
draw_0195,static_clutter,3,4,-5.0212,-3.9768,5,4,-4.9954,3.9688,5,-4,4.9638,-4.0259,-5,4,4.9516,4.0264,-5,-4,12.7927,21.4877,
draw_0196,static_clutter,3,5,-5.0317,-3.9653,5,4,-4.9962,4.0203,5,-4,4.9604,-3.9653,-5,4,5.0008,3.9596,-5,-4,12.7902,21.2377,
draw_0197,static_clutter,3,6,-4.9868,-4.0233,5,4,-5.0014,4.0265,5,-4,4.9749,-3.9977,-5,4,4.9988,4.0181,-5,-4,12.8091,21.3002,
draw_0198,static_clutter,3,7,-4.9906,-3.9991,5,4,-4.9621,3.9605,5,-4,5.0476,-4.0493,-5,4,4.9916,4.0243,-5,-4,12.8099,21.3627,
draw_0199,static_clutter,3,8,-4.9698,-3.9613,5,4,-4.9544,3.9788,5,-4,5.0151,-4.0219,-5,4,5.0443,3.9572,-5,-4,12.7905,21.0502,
draw_0200,static_clutter,3,9,-4.9716,-3.9674,5,4,-4.9773,3.9542,5,-4,5.0326,-4.0024,-5,4,4.9972,3.971,-5,-4,12.7857,21.1752,
draw_0201,static_clutter,4,0,-5.0021,-4.0016,5,4,-4.9744,3.9884,5,-4,5.0234,-4.043,-5,4,4.9915,4.0087,-5,-4,12.8111,21.2377,
draw_0202,static_clutter,4,1,-4.9544,-4.0007,5,4,-4.9522,4.0102,5,-4,5.0042,-4.0496,-5,4,4.9892,3.9805,-5,-4,12.7932,21.2377,
draw_0203,static_clutter,4,2,-5.018,-4.0301,5,4,-5.0365,3.9916,5,-4,4.9636,-4.0321,-5,4,5.0221,4.0056,-5,-4,12.8234,21.4252,
draw_0204,static_clutter,4,3,-4.9679,-3.9699,5,4,-4.9805,3.9754,5,-4,5.0139,-3.9882,-5,4,5.0207,4.0058,-5,-4,12.7935,21.1127,
draw_0205,static_clutter,4,4,-5.0317,-3.9909,5,4,-5.0268,4.0377,5,-4,4.9928,-4.0137,-5,4,4.9713,4.0173,-5,-4,12.82,21.2377,
draw_0206,static_clutter,4,5,-4.9921,-4.004,5,4,-5.0425,3.9977,5,-4,5.04,-3.9594,-5,4,5.0039,4.0309,-5,-4,12.8203,21.1752,
draw_0207,static_clutter,4,6,-5.0281,-4.0043,5,4,-5.0255,3.9892,5,-4,5.0098,-4.0339,-5,4,5.0213,4.0132,-5,-4,12.8291,21.3002,
draw_0208,static_clutter,4,7,-4.9783,-4.0337,5,4,-4.9748,4.0416,5,-4,5.023,-3.9731,-5,4,4.9979,3.9906,-5,-4,12.8073,21.1752,
draw_0209,static_clutter,4,8,-4.9946,-4.0106,5,4,-4.9597,3.9563,5,-4,4.9513,-4.0281,-5,4,5.0455,3.9721,-5,-4,12.7916,21.3627,
draw_0210,static_clutter,4,9,-5.0294,-3.9528,5,4,-5.0336,4.0042,5,-4,4.9649,-3.9661,-5,4,5.04,4.0162,-5,-4,12.8101,21.3627,
draw_0211,static_clutter,5,0,-4.98,-4.0472,5,4,-5.0073,4.0201,5,-4,4.988,-4.0239,-5,4,4.956,4.0246,-5,-4,12.811,21.2377,
draw_0212,static_clutter,5,1,-4.9879,-3.9819,5,4,-4.9645,4.0457,5,-4,5.0015,-4.0305,-5,4,5.0054,3.9513,-5,-4,12.7998,21.1752,
draw_0213,static_clutter,5,2,-4.9847,-4.0141,5,4,-5.0128,3.9913,5,-4,4.9922,-3.9736,-5,4,4.9606,4.0302,-5,-4,12.798,21.1752,
draw_0214,static_clutter,5,3,-5.0077,-3.9819,5,4,-5.0245,4.0055,5,-4,4.9692,-3.9528,-5,4,4.9867,4.0458,-5,-4,12.8018,21.3002,
draw_0215,static_clutter,5,4,-4.9943,-3.9935,5,4,-5.0114,4.0043,5,-4,4.9878,-3.981,-5,4,4.9883,3.9882,-5,-4,12.7975,21.1127,
draw_0216,static_clutter,5,5,-4.9973,-4.0075,5,4,-4.9994,4.0223,5,-4,5.0017,-3.9737,-5,4,5.0268,3.9935,-5,-4,12.8107,21.1127,
draw_0217,static_clutter,5,6,-4.959,-4.0043,5,4,-5.0131,3.994,5,-4,4.955,-3.9645,-5,4,5.0135,4.035,-5,-4,12.7943,21.3002,
draw_0218,static_clutter,5,7,-4.9852,-3.9532,5,4,-5.0067,4.0448,5,-4,5.0307,-3.9902,-5,4,5.0018,4.0167,-5,-4,12.8118,21.1127,
draw_0219,static_clutter,5,8,-4.9676,-4.0007,5,4,-5.0466,3.9583,5,-4,5.011,-4.0013,-5,4,4.9682,3.9876,-5,-4,12.7969,21.3002,
draw_0220,static_clutter,5,9,-4.9925,-4.001,5,4,-5.0257,4.0118,5,-4,5.0085,-4.0065,-5,4,5.0294,4.0308,-5,-4,12.825,21.1752,
draw_0221,static_clutter,6,0,-4.9864,-4.0398,5,4,-4.9776,3.993,5,-4,4.9965,-4.0017,-5,4,5.0249,3.9795,-5,-4,12.8056,21.1752,
draw_0222,static_clutter,6,1,-4.983,-4.0492,5,4,-5.0139,4.0311,5,-4,5.028,-3.9893,-5,4,4.9547,3.9684,-5,-4,12.8082,21.1127,
draw_0223,static_clutter,6,2,-5.0429,-3.9604,5,4,-5.0165,3.9893,5,-4,4.9574,-3.9834,-5,4,4.958,3.9675,-5,-4,12.7858,21.2377,
draw_0224,static_clutter,6,3,-4.9852,-4.0206,5,4,-5.0037,4.0228,5,-4,5.0337,-4.0489,-5,4,4.9549,3.9839,-5,-4,12.8138,21.3002,
draw_0225,static_clutter,6,4,-4.9532,-3.9889,5,4,-5.0492,4.0495,5,-4,5.0346,-3.9857,-5,4,5.0138,3.9582,-5,-4,12.8134,21.1127,
draw_0226,static_clutter,6,5,-4.9624,-4.0234,5,4,-4.9594,3.9538,5,-4,5.0172,-4.0237,-5,4,4.9787,3.9788,-5,-4,12.787,21.2377,
draw_0227,static_clutter,6,6,-4.9657,-4.0093,5,4,-4.9847,4.0022,5,-4,4.9968,-4.0137,-5,4,4.9732,3.9839,-5,-4,12.7922,21.1752,
draw_0228,static_clutter,6,7,-4.9548,-3.9888,5,4,-5.0463,3.9864,5,-4,5.0327,-4.0292,-5,4,4.9884,3.9965,-5,-4,12.8108,21.3002,
draw_0229,static_clutter,6,8,-5.0477,-4.0447,5,4,-5.0195,3.999,5,-4,4.9727,-3.9915,-5,4,5.0054,3.9626,-5,-4,12.8148,21.3002,
draw_0230,static_clutter,6,9,-5.0364,-3.9576,5,4,-5.033,4.0069,5,-4,5.0309,-3.9754,-5,4,5.0012,3.9556,-5,-4,12.8098,21.1127,
draw_0231,static_clutter,7,0,-4.9888,-3.9946,5,4,-4.989,3.9568,5,-4,4.9954,-4.0382,-5,4,4.9876,3.9838,-5,-4,12.7945,21.3627,
draw_0232,static_clutter,7,1,-4.9722,-4.0237,5,4,-4.9989,4.0271,5,-4,5.0423,-3.9906,-5,4,5.0092,3.9991,-5,-4,12.817,21.1127,
draw_0233,static_clutter,7,2,-4.9981,-3.992,5,4,-5.0475,3.9938,5,-4,4.9951,-3.9587,-5,4,4.9853,4.0404,-5,-4,12.809,21.1752,
draw_0234,static_clutter,7,3,-5.0231,-4.0294,5,4,-4.9793,4.0053,5,-4,5.0098,-3.9517,-5,4,4.9604,4.0175,-5,-4,12.8015,21.2377,
draw_0235,static_clutter,7,4,-5.0122,-3.9893,5,4,-4.9763,3.9591,5,-4,5.0088,-4.0479,-5,4,4.9908,3.9773,-5,-4,12.7998,21.3627,
draw_0236,static_clutter,7,5,-4.9573,-3.985,5,4,-4.9598,4.039,5,-4,4.983,-3.9702,-5,4,5.0231,3.9952,-5,-4,12.7896,21.1127,
draw_0237,static_clutter,7,6,-5.0028,-3.9706,5,4,-4.9981,3.9772,5,-4,5.0359,-4.0453,-5,4,4.9704,3.9907,-5,-4,12.8051,21.3002,
draw_0238,static_clutter,7,7,-5.0076,-4.0483,5,4,-5.024,3.9928,5,-4,4.9846,-4.0271,-5,4,4.9588,3.9819,-5,-4,12.8092,21.3627,
draw_0239,static_clutter,7,8,-4.9838,-3.9814,5,4,-5.0233,4.0412,5,-4,5.0118,-4.0071,-5,4,4.9932,3.9536,-5,-4,12.806,21.0502,
draw_0240,static_clutter,7,9,-4.9787,-4.013,5,4,-4.9966,3.9982,5,-4,5.0382,-4.0406,-5,4,4.9984,4.0369,-5,-4,12.8224,21.2377,
