record_id,protocol_id,scenario,scenario_index,method,training_seed,evaluation_episode_index,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,robot_count,pedestrian_present,max_steps,control_step_s,safety_envelope,deterministic_action,start_xy_perturbation_m,start_yaw_perturbation_rad,pedestrian_phase_min_s,pedestrian_phase_max_s,pedestrian_speed_factor_min,pedestrian_speed_factor_max,successful_robots,fully_successful_episode,collision_episode,rr_collision_count,rp_collision_count,obstacle_collision_count,timeout_failure_count,deadlock_failure_count,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,flowtime_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,turning_per_m_rad_per_m,sharp_turn_count,min_rr_center_distance_m,min_rp_center_distance_m,safety_filter_intervention_count,safety_filter_evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,max_normalized_intervention_magnitude,pre_filter_min_pred_rr_distance_m,pre_filter_min_pred_rp_distance_m,pre_filter_rr_risk_observation_count,pre_filter_rp_risk_observation_count,mean_policy_inference_time_ms,p95_policy_inference_time_ms,mean_control_step_time_ms,episode_wall_time_s,real_time_factor,checkpoint_sha256,source_commit,config_sha256
main__dynamic_pedestrians__IPPO__seed7__ep07,main_comparison,dynamic_pedestrians,1,IPPO,7,7,70107,70107210328,70107210425,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,31.859006,36.524043,127.436024,1.366065,13.56061,12.7875,1.0605,0.928143,0.821469,6,0.647594,0.821594,686,2561,0.267864115579852,0.134841,0.845097,0.550455,0.698355,304,202,0.9945,1.7315,1.1773,33.3924,0.952381,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__dynamic_pedestrians__IPPO__seed7__ep08,main_comparison,dynamic_pedestrians,1,IPPO,7,8,70108,70108210332,70108210429,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,32.787779,35.36061,131.151115,1.464304,12.995303,12.8135,1.0142,0.938522,0.884246,3,0.634748,0.827939,697,2833,0.246028944581716,0.120802,0.811841,0.539536,0.703748,245,164,1.0878,1.3712,1.3076,33.5857,0.952381,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__dynamic_pedestrians__IPPO__seed7__ep09,main_comparison,dynamic_pedestrians,1,IPPO,7,9,70109,70109210336,70109210433,4,1,1500,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,33.827,36.109122,135.308001,1.287326,13.374955,12.8218,1.0431,0.939381,0.777672,1,0.649515,0.892768,563,2199,0.256025466120964,0.144653,0.864804,0.552088,0.758852,251,168,0.7885,1.3721,1.3677,31.4118,0.952381,a8fba2f91b95c40e8dfb0408da18e13ab01a442adb4c7fc6e64b89deaeb90ede,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep00,main_comparison,mixed_complex,2,IPPO,0,0,200,200000600,200000697,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,44.598348,50.25004,178.393391,1.140061,21.768226,23.0091,0.9461,0.779667,0.738223,1,0.910102,0.761678,692,2078,0.333012512030799,0.170343,0.814661,0.773587,0.647426,311,208,1.0275,1.8879,1.3304,43.987,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep01,main_comparison,mixed_complex,2,IPPO,0,1,201,201000604,201000701,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,44.622815,47.822316,178.491261,1.22706,21.330511,23.1342,0.922,0.771236,0.700637,0,0.840284,0.779933,579,1672,0.346291866028708,0.148175,0.870008,0.714242,0.662943,410,273,0.9828,1.6792,1.3784,50.514,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep02,main_comparison,mixed_complex,2,IPPO,0,2,202,202000608,202000705,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.163309,51.996083,188.653235,0.737846,21.672782,22.9326,0.9451,0.812486,0.788274,0,0.797578,0.87903,625,1964,0.318228105906314,0.179553,0.824451,0.677941,0.747176,429,286,0.7264,1.6167,1.247,46.6619,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep03,main_comparison,mixed_complex,2,IPPO,0,3,203,203000612,203000709,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,46.338221,51.456675,185.352885,1.233001,21.353183,23.0527,0.9263,0.794507,0.760643,0,0.813248,0.795916,616,1846,0.333694474539545,0.186098,0.813453,0.691261,0.676529,297,198,0.9367,1.8913,1.3811,51.0876,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep04,main_comparison,mixed_complex,2,IPPO,0,4,204,204000616,204000713,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,46.508413,49.57514,186.033651,1.039918,21.219416,23.1777,0.9155,0.778542,0.788854,0,0.831987,0.800479,574,1699,0.337845791642143,0.150343,0.84913,0.707189,0.680407,384,256,0.7802,1.8151,1.1291,46.9717,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep05,main_comparison,mixed_complex,2,IPPO,0,5,205,205000620,205000717,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.355203,48.968527,189.420812,1.194246,21.670762,23.1388,0.9366,0.800494,0.780856,0,0.87303,0.831402,652,2104,0.309885931558935,0.148374,0.851539,0.742075,0.706692,307,205,0.707,1.3493,1.42,48.7653,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep06,main_comparison,mixed_complex,2,IPPO,0,6,206,206000624,206000721,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.453011,48.954601,189.812042,0.884109,21.300171,22.9948,0.9263,0.796333,0.800677,0,0.800699,0.772111,667,1973,0.338063862138875,0.132659,0.849992,0.680594,0.656294,244,162,1.0584,1.4446,1.1227,47.1634,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep07,main_comparison,mixed_complex,2,IPPO,0,7,207,207000628,207000725,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,49.320403,51.531471,197.281612,1.224747,20.707964,23.0529,0.8983,0.779062,0.802902,0,0.888495,0.763519,547,1616,0.338490099009901,0.16787,0.843949,0.755221,0.648992,339,226,1.0661,1.4256,1.3499,53.2661,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep08,main_comparison,mixed_complex,2,IPPO,0,8,208,208000632,208000729,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,48.93262,51.08286,195.730481,1.004466,20.610174,22.9902,0.8965,0.780391,0.782379,0,0.810611,0.830395,596,1919,0.310578426263679,0.167933,0.860909,0.689019,0.705835,377,252,0.8827,1.364,1.2122,47.6293,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed0__ep09,main_comparison,mixed_complex,2,IPPO,0,9,209,209000636,209000733,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,48.335823,52.1062,193.343291,1.163636,21.40794,23.0095,0.9304,0.78146,0.854455,0,0.80094,0.816198,532,1603,0.331877729257642,0.156051,0.831996,0.680799,0.693768,425,284,0.7241,1.8702,1.3396,47.1985,0.952381,c816a0a2e474f564c26022ff443412bd615571fb63f1a522a6a48f17f6ef3913,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep00,main_comparison,mixed_complex,2,IPPO,1,0,10200,10200030600,10200030697,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.923653,50.743064,191.694611,0.903689,21.565451,22.9948,0.9378,0.795458,0.679464,0,0.781843,0.827627,700,2136,0.327715355805244,0.152924,0.847343,0.664566,0.703483,311,208,0.731,1.7086,1.223,50.3066,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep01,main_comparison,mixed_complex,2,IPPO,1,1,10201,10201030604,10201030701,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,46.807032,50.727482,187.228128,1.192317,21.999229,23.1388,0.9507,0.788855,0.752497,0,0.742254,0.829063,591,2080,0.284134615384615,0.166386,0.805557,0.630916,0.704703,472,314,0.899,1.5462,1.3992,46.0313,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep02,main_comparison,mixed_complex,2,IPPO,1,2,10202,10202030608,10202030705,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,46.781148,52.92639,187.12459,0.922286,21.24185,22.8845,0.9282,0.779626,0.728123,0,0.757828,0.763398,532,1693,0.314235085646781,0.143454,0.844789,0.644154,0.648888,453,302,0.9545,1.6495,1.3578,48.8004,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep03,main_comparison,mixed_complex,2,IPPO,1,3,10203,10203030612,10203030709,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,48.610461,53.237343,194.441845,0.882285,20.350833,23.1154,0.8804,0.793735,0.708989,0,0.749089,0.8411,585,1773,0.32994923857868,0.181563,0.837519,0.636725,0.714935,342,228,0.8415,1.7512,1.2424,52.5441,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep04,main_comparison,mixed_complex,2,IPPO,1,4,10204,10204030616,10204030713,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,45.476406,52.19,181.905622,1.058069,21.479843,22.9467,0.9361,0.78804,0.789744,0,0.863717,0.777583,492,1658,0.296743063932449,0.145844,0.890785,0.734159,0.660946,383,256,0.8047,1.3093,1.1747,53.7819,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep05,main_comparison,mixed_complex,2,IPPO,1,5,10205,10205030620,10205030717,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.405691,49.337348,189.622762,0.888734,21.39035,23.1777,0.9229,0.791563,0.826463,1,0.827308,0.817216,617,1886,0.327147401908802,0.171382,0.808351,0.703212,0.694634,406,270,0.7565,1.8355,1.1064,50.5631,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep06,main_comparison,mixed_complex,2,IPPO,1,6,10206,10206030624,10206030721,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,51.868011,52.289904,207.472044,1.078671,21.160163,23.1195,0.9153,0.813082,0.759048,1,0.766254,0.880501,565,1764,0.320294784580499,0.168948,0.839817,0.651316,0.748426,345,230,0.8766,1.4957,1.4544,47.2469,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep07,main_comparison,mixed_complex,2,IPPO,1,7,10207,10207030628,10207030725,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,46.516627,51.832059,186.066509,0.933116,21.84539,23.0527,0.9476,0.789558,0.724529,1,0.749998,0.857786,752,2408,0.312292358803987,0.167325,0.855541,0.637498,0.729118,383,256,0.9084,1.8199,1.3196,48.1119,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep08,main_comparison,mixed_complex,2,IPPO,1,8,10208,10208030632,10208030729,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,50.923625,51.188243,203.694501,1.394714,21.342931,23.2011,0.9199,0.780782,0.792337,1,0.761446,0.815205,507,1590,0.318867924528302,0.142064,0.833636,0.647229,0.692924,417,278,0.9441,1.6979,1.356,51.4969,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed1__ep09,main_comparison,mixed_complex,2,IPPO,1,9,10209,10209030636,10209030733,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.212923,51.226471,188.851692,1.120261,21.024821,23.0529,0.912,0.805554,0.725072,0,0.801264,0.814244,529,1664,0.317908653846154,0.174955,0.850988,0.681074,0.692108,284,190,1.0169,1.36,1.3376,52.6545,0.952381,1fbd01db609cb367b8689493c2daa4c3e64028a2d4fbec6dc09bb85029d13841,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep00,main_comparison,mixed_complex,2,IPPO,2,0,20200,20200060600,20200060697,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,48.965129,51.628851,195.860514,0.877103,22.547983,22.9323,0.9832,0.769977,0.604407,2,0.870519,0.752257,582,1817,0.320308200330215,0.168459,0.845863,0.739941,0.639418,345,230,0.7994,1.8332,1.1407,47.1297,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep01,main_comparison,mixed_complex,2,IPPO,2,1,20201,20201060604,20201060701,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,49.027203,49.910001,196.108811,0.737156,22.123633,23.0576,0.9595,0.768171,0.617274,2,0.837587,0.775013,676,2088,0.323754789272031,0.155452,0.838692,0.711949,0.658761,388,259,0.9344,1.482,1.3159,49.1169,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep02,main_comparison,mixed_complex,2,IPPO,2,2,20202,20202060608,20202060705,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.917451,49.066292,191.669804,0.960171,21.214959,22.947,0.9245,0.803212,0.651985,1,0.827697,0.772548,627,1969,0.318435754189944,0.149541,0.87027,0.703542,0.656665,376,251,0.9,1.6284,1.3538,47.5566,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep03,main_comparison,mixed_complex,2,IPPO,2,3,20203,20203060612,20203060709,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,51.566185,51.834016,206.264741,0.614993,22.470208,23.1966,0.9687,0.772447,0.715611,2,0.921149,0.797978,653,2047,0.319003419638495,0.158245,0.877109,0.782976,0.678281,277,184,0.8336,1.5969,1.267,53.8991,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep04,main_comparison,mixed_complex,2,IPPO,2,4,20204,20204060616,20204060713,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,41.331176,46.749779,165.324703,0.830592,21.348213,22.8654,0.9336,0.779394,0.811701,1,0.824448,0.83739,630,2069,0.304494925084582,0.165747,0.828432,0.700781,0.711782,335,223,1.0692,1.8209,1.1392,47.4104,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep05,main_comparison,mixed_complex,2,IPPO,2,5,20205,20205060620,20205060717,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,45.261726,48.100414,181.046905,0.656911,21.453982,23.1342,0.9274,0.792766,0.652,2,0.851264,0.728747,613,2096,0.292461832061069,0.166433,0.83846,0.723574,0.619435,447,298,1.0807,1.8375,1.3315,49.0545,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep06,main_comparison,mixed_complex,2,IPPO,2,6,20206,20206060624,20206060721,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.430719,51.836377,189.722877,0.82636,21.031413,23.1823,0.9072,0.794278,0.766367,1,0.833661,0.796426,741,2220,0.333783783783784,0.151066,0.827376,0.708612,0.676962,414,276,1.0139,1.404,1.3201,48.8957,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep07,main_comparison,mixed_complex,2,IPPO,2,7,20207,20207060628,20207060725,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,44.864729,49.654017,179.458915,0.917155,21.836295,22.9902,0.9498,0.789749,0.700077,2,0.808239,0.791391,619,1909,0.324253535882661,0.158368,0.841412,0.687003,0.672682,233,155,0.8858,1.6605,1.279,53.4588,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep08,main_comparison,mixed_complex,2,IPPO,2,8,20208,20208060632,20208060729,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,45.877003,51.32221,183.508011,1.014275,21.297936,23.0529,0.9239,0.781107,0.684504,1,0.849101,0.760915,616,1989,0.309703368526898,0.158129,0.835333,0.721736,0.646778,350,233,0.7303,1.4547,1.2721,46.7269,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed2__ep09,main_comparison,mixed_complex,2,IPPO,2,9,20209,20209060636,20209060733,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,50.728929,50.992574,202.915718,0.934269,21.413172,23.2401,0.9214,0.799961,0.735853,2,0.819632,0.823397,506,1695,0.298525073746313,0.17407,0.812442,0.696687,0.699887,290,194,0.9406,1.6444,1.3056,51.2841,0.952381,fb66774708e955e5a7f4e731e254741a468abdc67e7b99439b86acb740233df2,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed3__ep00,main_comparison,mixed_complex,2,IPPO,3,0,30200,30200090600,30200090697,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,47.719178,48.957861,190.876713,0.99026,20.917356,23.1823,0.9023,0.766038,0.700115,0,0.870882,0.750102,562,1755,0.32022792022792,0.170532,0.884788,0.74025,0.637587,344,230,0.7135,1.4548,1.3694,48.9485,0.952381,ce169a520d3f3260d6f6ed9538e6c51d338945ce69aa96ca2ea184f582061d30,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed3__ep01,main_comparison,mixed_complex,2,IPPO,3,1,30201,30201090604,30201090701,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,46.724916,49.956136,186.899665,0.940981,21.030893,22.9467,0.9165,0.770885,0.715221,0,0.864187,0.796126,548,1731,0.316580011554015,0.161412,0.871094,0.734559,0.676707,287,191,0.7221,1.358,1.2667,52.8512,0.952381,ce169a520d3f3260d6f6ed9538e6c51d338945ce69aa96ca2ea184f582061d30,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed3__ep02,main_comparison,mixed_complex,2,IPPO,3,2,30202,30202090608,30202090705,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,46.795182,47.692348,187.180726,0.941905,21.854312,23.1777,0.9429,0.7789,0.806788,0,0.856475,0.844268,630,2023,0.311418685121107,0.155073,0.870527,0.728004,0.717628,325,216,0.9575,1.8484,1.4389,52.7969,0.952381,ce169a520d3f3260d6f6ed9538e6c51d338945ce69aa96ca2ea184f582061d30,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed3__ep03,main_comparison,mixed_complex,2,IPPO,3,3,30203,30203090612,30203090709,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,49.202155,49.458166,196.808619,1.083637,20.592788,23.1388,0.89,0.788909,0.867013,1,0.845986,0.799457,533,1835,0.290463215258856,0.165234,0.892505,0.719088,0.679539,437,291,1.0703,1.7513,1.4837,52.2244,0.952381,ce169a520d3f3260d6f6ed9538e6c51d338945ce69aa96ca2ea184f582061d30,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
main__mixed_complex__IPPO__seed3__ep04,main_comparison,mixed_complex,2,IPPO,3,4,30204,30204090616,30204090713,4,1,2000,0.1,ON,1,0.05,0.15,0,10,0.9,1.1,4,1,0,0,0,0,0,0,0,0,43.258828,47.379259,173.035312,1.133167,21.362474,23.1342,0.9234,0.771959,0.773361,0,0.861192,0.783174,488,1437,0.339596381350035,0.149393,0.86136,0.732013,0.665698,306,204,1.0007,1.5726,1.147,50.5897,0.952381,ce169a520d3f3260d6f6ed9538e6c51d338945ce69aa96ca2ea184f582061d30,10bd6134d1956b59ae9f946801ced612b270f924,01bfa59f2db51d08661fdc0015eecf3c3d46ee084fd5d09ac0d955a2d1e713c7
