record_type,t,robot_id,x,y,vx,vy,omega,pair_i,pair_j,relative_distance,relative_velocity_x,relative_velocity_y,relative_velocity,tau_cpa,d_cpa,edge_active,gate_value,priority_state,residual_vx,residual_vy,residual_omega
pair,13.8,,,,,,,robot_2,robot_3,6.486634673272929,-0.43187981956070803,-0.9713733351709253,1.063055188983562,5.9744089769480295,1.3189473158895355,0,,,,,
pair,13.8,,,,,,,robot_2,robot_4,1.1751796798021419,-1.0233802275112567,-0.14004402746655603,1.0329179152720922,-1.0491844190659283,0.4545274954431873,0,,,,,
pair,13.8,,,,,,,robot_3,robot_4,7.335744110625629,-0.5915004079505486,0.8313293077043693,1.0202848379025786,4.183091788415984,5.966388023514978,0,,,,,
robot,13.9,robot_1,-0.14719425154772162,4.600119426594791,0.0723196563197194,0.011318812035684165,0.054223716715312474,,,,,,,,,,0.0,proceed,0.0,0.0,0.0
robot,13.9,robot_2,0.7177705659302315,-5.623718824167445,0.064282373437774,-0.03957628919516909,0.05539931028181242,,,,,,,,,,0.4285503411048612,proceed,0.000833612575661391,-0.0009940989830201233,0.0010939391012466187
robot,13.9,robot_3,2.0487613161215443,0.6634469553651262,0.09551541914714087,-0.004588128559681668,-0.017014458021935387,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,13.9,robot_4,-0.40091831958500235,-6.190854176035621,0.1000241974923059,0.008716844609214874,0.03057372795091477,,,,,,,,,,0.0,proceed,0.00035002376534976065,-0.0,0.0
pair,13.9,,,,,,,robot_1,robot_2,10.260362211599729,-0.0858752632190442,0.6049738961513348,0.6110384405726583,16.764786340300265,0.5804768434818258,0,,,,,
pair,13.9,,,,,,,robot_1,robot_3,4.50772792001859,-0.5182083725437635,-0.3690057673949466,0.6361644235142275,-0.7775840432583482,4.480503465159612,0,,,,,
pair,13.9,,,,,,,robot_1,robot_4,10.793956049353165,-1.0884977243725964,0.5029117099992366,1.1990610843567049,3.582498994873174,9.902373757315878,0,,,,,
pair,13.9,,,,,,,robot_2,robot_3,6.426506820693512,-0.43233310932471936,-0.9739796635462814,1.065621087638616,5.899355373826377,1.3342378672342057,0,,,,,
pair,13.9,,,,,,,robot_2,robot_4,1.2542357553163421,-1.0026224611535521,-0.10206218615209817,1.0078037951167635,-1.1613097085968467,0.4509278603826505,0,,,,,
pair,13.9,,,,,,,robot_3,robot_4,7.278899251776804,-0.5702893518288328,0.8719174773941832,1.0418589310433473,4.218779518856303,5.801988405284228,0,,,,,
robot,14.0,robot_1,-0.11435398729768777,4.586937235870266,0.07450504759151913,0.013260129664238899,0.062144622674251686,,,,,,,,,,0.0,proceed,0.0,0.0,0.0
robot,14.0,robot_2,0.754559616439077,-5.620717721859348,0.07084019194960912,-0.03763468147402635,0.04539069983841622,,,,,,,,,,0.42661292710678683,proceed,0.0008392599993385375,-0.000995353446105583,0.0010878623080770174
robot,14.0,robot_3,2.0509974553897785,0.6169886447436221,0.09979098307994572,-0.004437459354348137,-0.01592867254829772,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.0,robot_4,-0.44590370889315045,-6.173801033027006,0.10229937906824962,0.006215939598727599,0.0216226762065499,,,,,,,,,,0.0,proceed,0.00032380103948526084,-0.0,0.0
pair,14.0,,,,,,,robot_1,robot_2,10.244570785875844,-0.0886143462771099,0.5908534613071552,0.5974615595205817,17.111780262680973,0.6546765302702192,0,,,,,
pair,14.0,,,,,,,robot_1,robot_3,4.522083445331048,-0.5245641169710369,-0.38076682967175923,0.6481904746229199,-0.8943431496551725,4.484772138580338,0,,,,,
pair,14.0,,,,,,,robot_1,robot_4,10.765844755967843,-1.0765457386111748,0.5216322486045335,1.1962654095584733,3.6729787524324613,9.82839916672931,0,,,,,
pair,14.0,,,,,,,robot_2,robot_3,6.371007124954609,-0.43594977069392704,-0.9716202909789144,1.0649404642561189,5.842407560397279,1.3706694400788624,0,,,,,
pair,14.0,,,,,,,robot_2,robot_4,1.3217463238306697,-0.9879313923340649,-0.06922121270262166,0.9903534784344152,-1.2482264342157878,0.46782371000150186,0,,,,,
pair,14.0,,,,,,,robot_3,robot_4,7.235284367038628,-0.5519816216401379,0.9023990782762927,1.0578316534791248,4.244616312867046,5.673485367931745,0,,,,,
robot,14.100000000000001,robot_1,-0.07576479985143521,4.573046055675604,0.06540648864520077,0.01146365990002363,0.05380684468608856,,,,,,,,,,0.0,proceed,0.0,0.0,0.0
robot,14.100000000000001,robot_2,0.7983945312670673,-5.615136687845565,0.06418940401498355,-0.033511398643955984,0.03148471097118728,,,,,,,,,,0.42320137055076135,proceed,0.0008562837610952556,-0.000983213544053839,0.0011086609432454308
robot,14.100000000000001,robot_3,2.05347107898318,0.5627059373883341,0.08812831646158754,-0.003311063580539459,-0.011824284029749962,,,,,,,,,,0.0,proceed,0.0009137906599789858,-0.0,0.0
robot,14.100000000000001,robot_4,-0.4959197281491412,-6.152507633167705,0.08655387027911153,-0.002864093284603922,0.004577667000647907,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,14.100000000000001,,,,,,,robot_1,robot_2,10.225615979077451,-0.11965148884178411,0.6122675787630322,0.623849394314366,16.296718700024364,1.096116823979573,0,,,,,
pair,14.100000000000001,,,,,,,robot_1,robot_3,4.54053667445391,-0.5300034200856959,-0.3912700552819024,0.6587836378226448,-1.0152716204236663,4.491004403505633,0,,,,,
pair,14.100000000000001,,,,,,,robot_1,robot_4,10.733779953773656,-1.0629182736493707,0.5393982707153081,1.1919503978389467,3.7577129882395965,9.75461552235354,0,,,,,
pair,14.100000000000001,,,,,,,robot_2,robot_3,6.304042880785621,-0.41035193124391184,-1.0035376340449345,1.084193935797518,5.712339388806997,1.1765174668746718,0,,,,,
pair,14.100000000000001,,,,,,,robot_2,robot_4,1.4014338853490516,-0.9432667848075866,-0.07286930804772407,0.9460772502161734,-1.4077698181400555,0.43608318376622746,0,,,,,
pair,14.100000000000001,,,,,,,robot_3,robot_4,7.182860626913958,-0.5329148535636749,0.9306683259972105,1.072446629983629,4.252543863405001,5.5492498787366555,0,,,,,
robot,14.200000000000001,robot_1,-0.0387189802416865,4.560811474267467,0.07272402675904838,0.01222913057737499,0.057498012716124064,,,,,,,,,,0.0,proceed,0.0,0.0,0.0
robot,14.200000000000001,robot_2,0.8409915406176487,-5.609633073044829,0.07119379100937709,-0.040097695031038647,0.02503752915249303,,,,,,,,,,0.4161619729270221,proceed,0.0008683334453962743,-0.0009630054598343278,0.0011024843456244194
robot,14.200000000000001,robot_3,2.055782626268905,0.5108060917516736,0.09827316942085067,-0.003218198380010821,-0.011462283146255843,,,,,,,,,,0.0,proceed,0.0009896475821733475,-0.0,0.0
robot,14.200000000000001,robot_4,-0.5400867092334419,-6.128847181827666,0.0934359062309966,-0.009489983631915264,-0.023846201024598977,,,,,,,,,,0.0,proceed,0.00033700079075060785,-0.0,0.0
pair,14.200000000000001,,,,,,,robot_1,robot_2,10.208419705834249,-0.15778563814396346,0.6346691777451134,0.6539887405637471,15.416539027669158,1.60006566669009,0,,,,,
pair,14.200000000000001,,,,,,,robot_1,robot_3,4.559548286626906,-0.5360753479596413,-0.40323577230011975,0.6708024051481364,-1.1340527535599048,4.49563984030401,0,,,,,
pair,14.200000000000001,,,,,,,robot_1,robot_4,10.701409803549435,-1.0463536479662583,0.5569507367542329,1.1853480838063473,3.8639229946859777,9.671758543323339,0,,,,,
pair,14.200000000000001,,,,,,,robot_2,robot_3,6.239831163721713,-0.37828970981567783,-1.0379049500452333,1.1046944328097377,5.581987336217681,0.9545277347376,0,,,,,
pair,14.200000000000001,,,,,,,robot_2,robot_4,1.4754526163082657,-0.8885680098222948,-0.0777184409908806,0.8919603489783651,-1.5931940604210049,0.3969030677803909,0,,,,,
pair,14.200000000000001,,,,,,,robot_3,robot_4,7.129062575146485,-0.510278300006617,0.9601865090543527,1.0873555424182229,4.271766869033167,5.408157195037187,0,,,,,
robot,14.3,robot_1,-0.0013673906985971498,4.549221772451717,0.07192905131799418,0.011003902159175044,0.05224935147284841,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.3,robot_2,0.883336558331058,-5.602819703926957,0.07069168190476437,-0.035451690918915854,0.04096403334876315,,,,,,,,,,0.406939674985659,proceed,0.000876589328981936,-0.0009422634382154512,0.0010862061559746257
robot,14.3,robot_3,2.0580662790138784,0.4586151997908505,0.0972500745152642,-0.002671306108323751,-0.009576984870000563,,,,,,,,,,0.0,proceed,0.00106625200714916,-0.0,0.0
robot,14.3,robot_4,-0.5813874289498563,-6.102251754190979,0.0893171822162886,-0.014678673676431997,-0.05224412569998042,,,,,,,,,,0.0,proceed,0.0003529717505443841,-0.0,0.0
pair,14.3,,,,,,,robot_1,robot_2,10.190517514608448,-0.1807671377054727,0.6421368999568808,0.667095612607715,15.008263730863039,1.8993595586541376,0,,,,,
pair,14.3,,,,,,,robot_1,robot_3,4.579773921520764,-0.541024727094315,-0.4133566090009843,0.6808608092204094,-1.2439824174696366,4.500772817732921,0,,,,,
pair,14.3,,,,,,,robot_1,robot_4,10.667254170288771,-1.0315064170197403,0.569904170274392,1.178471998669907,3.9401206508494746,9.60363856321038,0,,,,,
pair,14.3,,,,,,,robot_2,robot_3,6.174219222595197,-0.36025758938884234,-1.0554935089578652,1.1152811655203574,5.483779472609941,0.8462066435505832,0,,,,,
pair,14.3,,,,,,,robot_2,robot_4,1.547529880728325,-0.8507392793142675,-0.0722327296824889,0.8538002627110997,-1.7588720676892582,0.37372376726863393,0,,,,,
pair,14.3,,,,,,,robot_3,robot_4,7.071894446634107,-0.4904816899254252,0.9832607792753763,1.0988057372499114,4.270788697473483,5.2905224496442775,0,,,,,
robot,14.4,robot_1,0.03905334515411936,4.537387327275559,0.059899164834724926,0.008563409676801149,0.04050935896938644,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.4,robot_2,0.9270052651360136,-5.591191372471964,0.05992976170213481,-0.023510840216399195,0.04743416089924124,,,,,,,,,,0.398689893539799,proceed,0.0009098541340790689,-0.0009269149256345469,0.0010896204425938317
robot,14.4,robot_3,2.060482059607639,0.40222842427633204,0.08112358726636248,-0.0019649389184926308,-0.006993012479625831,,,,,,,,,,0.0,proceed,0.0011440732050687075,-0.0,0.0
robot,14.4,robot_4,-0.6218455917477589,-6.070566916080075,0.07160877825678913,-0.015607884662386176,-0.06066444437486208,,,,,,,,,,0.0,proceed,0.00023543853603769094,-0.0,0.0
pair,14.4,,,,,,,robot_1,robot_2,10.167426669968107,-0.2042199313675273,0.6215292756269802,0.6542204680603905,15.131959735356345,2.3181322005888574,0,,,,,
pair,14.4,,,,,,,robot_1,robot_3,4.60279406455155,-0.5821231669923667,-0.4462436512408572,0.7334853630591374,-1.2426895086194967,4.51163948669639,0,,,,,
pair,14.4,,,,,,,robot_1,robot_4,10.628522034315255,-1.0262998962708751,0.5547334645661466,1.1666279157448485,3.825295767157113,9.64623334031293,0,,,,,
pair,14.4,,,,,,,robot_2,robot_3,6.099659867866409,-0.37790323562483935,-1.0677729268678373,1.1326737742384745,5.322075366335482,0.9311038387804693,0,,,,,
pair,14.4,,,,,,,robot_2,robot_4,1.621338918511231,-0.8220799649033479,-0.0667958110608336,0.8247891543120365,-1.9187761018998788,0.35236675864085104,0,,,,,
pair,14.4,,,,,,,robot_3,robot_4,7.0065655743285085,-0.44417672927850854,1.0009771158070038,1.0951018916986042,4.409172925427541,5.077165606067656,0,,,,,
robot,14.5,robot_1,0.08107886848710924,4.525846353797834,0.0631281719304184,0.008282155232177643,0.039314207549613234,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.5,robot_2,0.9692203394689803,-5.575532518726477,0.06138886233056755,-0.021478114189533003,0.06353858057919352,,,,,,,,,,0.391319990892814,proceed,0.000972480105701834,-0.0009184806587434556,0.00109902322846121
robot,14.5,robot_3,2.0628829992824693,0.3437310526628499,0.08555482938458762,-0.001831476499339818,-0.0065230197189763564,,,,,,,,,,0.0,proceed,0.001198958489112556,-0.0,0.0
robot,14.5,robot_4,-0.6599724354904672,-6.0354523244843685,0.0729951042686521,-0.017902264351742834,-0.07438859413734168,,,,,,,,,,0.0,proceed,0.00019977560441475362,-0.0,0.0
pair,14.5,,,,,,,robot_1,robot_2,10.140347646839253,-0.22241591712648623,0.631829003978099,0.669833360216683,14.665081794870758,2.5163779609711137,0,,,,,
pair,14.5,,,,,,,robot_1,robot_3,4.627919187369731,-0.633999217746543,-0.44702287144519803,0.7757476752774309,-1.0187018228407632,4.5599486990024864,0,,,,,
pair,14.5,,,,,,,robot_1,robot_4,10.587265312960296,-1.0092759599701575,0.5706116141048421,1.1594117377036581,3.9267480402263075,9.558396713061846,0,,,,,
pair,14.5,,,,,,,robot_2,robot_3,6.019450077959535,-0.41158330062005677,-1.0788518754232972,1.1546957098966228,5.127149298475493,1.0880529091467315,0,,,,,
pair,14.5,,,,,,,robot_2,robot_4,1.6928660093783092,-0.7868600428436713,-0.06121738987325703,0.7892377942336761,-2.1032422178455845,0.33216552817832046,0,,,,,
pair,14.5,,,,,,,robot_3,robot_4,6.935987476772425,-0.3752767422236145,1.01763448555004,1.084625548027827,4.649604035816852,4.761856066184626,0,,,,,
robot,14.600000000000001,robot_1,0.11826268095595449,4.517433755052044,0.0631281719304184,0.008282155232177643,0.039314207549613234,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.600000000000001,robot_2,1.0008135797646938,-5.56210280534211,0.06138886233056755,-0.021478114189533003,0.06353858057919352,,,,,,,,,,0.3826941003575356,proceed,0.0009708445868454874,-0.0008938201967568499,0.0011022893833010367
robot,14.600000000000001,robot_3,2.0630334440667104,0.2984088606194132,0.08555482938458762,-0.001831476499339818,-0.0065230197189763564,,,,,,,,,,0.0,proceed,0.0012637703912332654,-0.0,0.0
robot,14.600000000000001,robot_4,-0.6881262836942798,-6.006673237886234,0.0729951042686521,-0.017902264351742834,-0.07438859413734168,,,,,,,,,,0.0,proceed,3.748761446331628e-05,-0.0,0.0
pair,14.600000000000001,,,,,,,robot_1,robot_2,10.118100284209014,-0.23647100148962108,0.6410412388725069,0.6832659836993956,14.287376984299906,2.66040843070418,0,,,,,
pair,14.600000000000001,,,,,,,robot_1,robot_3,4.645675879879338,-0.6757440925843128,-0.44265649889766473,0.8078210536244611,-0.8480428413091945,4.594887134201517,0,,,,,
pair,14.600000000000001,,,,,,,robot_1,robot_4,10.554955763105882,-0.9964918604595663,0.5826690745141311,1.1543393254833354,3.998885199092602,9.492048505071864,0,,,,,
pair,14.600000000000001,,,,,,,robot_2,robot_3,5.955997651694374,-0.43927309109469176,-1.0836977377701715,1.1693423944286263,4.985972738483111,1.2171283772194208,0,,,,,
pair,14.600000000000001,,,,,,,robot_2,robot_4,1.7464709364525042,-0.7600208589699452,-0.05837216435837578,0.7622591525467534,-2.2538590849817943,0.313929620804269,0,,,,,
pair,14.600000000000001,,,,,,,robot_3,robot_4,6.87916710921826,-0.32074776787525344,1.0253255734117959,1.0743238162161284,4.8366579770347595,4.508115115457472,0,,,,,
robot,14.700000000000001,robot_1,0.16064959067928994,4.508432558153428,0.08451805927539623,0.011479959459830925,0.050114284199579175,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.700000000000001,robot_2,1.0336852312857125,-5.547193238821771,0.06612968019106617,-0.024800186185012982,0.07687323832593683,,,,,,,,,,0.37236086351175923,proceed,0.0009530399111099541,-0.000858137589577557,0.0011155714711950588
robot,14.700000000000001,robot_3,2.059345252803481,0.2510831225378581,0.09155663203945143,-0.01351367822469486,-0.04861927512767132,,,,,,,,,,0.0,proceed,0.0014688376104459167,-0.0,0.0
robot,14.700000000000001,robot_4,-0.7172641199263804,-5.974449104969068,0.08337000294636307,-0.019918195456933338,-0.08938490926663584,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,14.700000000000001,,,,,,,robot_1,robot_2,10.09345339309407,-0.2654476837132398,0.6328456539789524,0.6862624093951032,14.004287126959463,3.0844553572931956,0,,,,,
pair,14.700000000000001,,,,,,,robot_1,robot_3,4.661552255880592,-0.7242429119946242,-0.43602977685405475,0.8453696007533331,-0.6733567612313266,4.626666247536276,0,,,,,
pair,14.700000000000001,,,,,,,robot_1,robot_4,10.519578910122748,-0.9809692684304551,0.5947293001800109,1.147172021144862,4.083020986206559,9.419254971071826,0,,,,,
pair,14.700000000000001,,,,,,,robot_2,robot_3,5.888292387648706,-0.4587952282813844,-1.0688754308330073,1.1631800153597098,4.928502181009278,1.3445199442984868,0,,,,,
pair,14.700000000000001,,,,,,,robot_2,robot_4,1.8023238348496993,-0.7155215847172153,-0.038116353798941516,0.7165361083875404,-2.4718897121804844,0.3335086490035821,0,,,,,
pair,14.700000000000001,,,,,,,robot_3,robot_4,6.81665688768759,-0.25672635643583086,1.0307590770340656,1.062248886550104,5.055240223949648,4.198896865353863,0,,,,,
robot,14.8,robot_1,0.2019271163851573,4.49986177029536,0.0640983957497742,0.007209374790400106,0.03281826820651715,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.8,robot_2,1.0648620300894018,-5.531789307239274,0.049672472127202424,-0.01875369172031619,0.058686135685519523,,,,,,,,,,0.36073083738388506,proceed,0.0010893814032897353,-0.0008426855790782518,0.001112531517819336
robot,14.8,robot_3,2.0518964206869463,0.20608716567379373,0.06804948811192445,-0.014241077721955838,-0.05902102791427139,,,,,,,,,,0.0,proceed,0.001660024281591177,-0.0,0.0
robot,14.8,robot_4,-0.7447223012204488,-5.941726356260597,0.06407654162136049,-0.014636027544136981,-0.0674567678603892,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,14.8,,,,,,,robot_1,robot_2,10.068698029372593,-0.2960128170935331,0.6102018997463136,0.6782108420968066,13.863454320549494,3.602025535758027,0,,,,,
pair,14.8,,,,,,,robot_1,robot_3,4.675348840691134,-0.7554887767170737,-0.42490299567794565,0.8667790072916814,-0.5680864151785737,4.649346591175957,0,,,,,
pair,14.8,,,,,,,robot_1,robot_4,10.484412607508698,-0.9725116511276739,0.6040034659625406,1.1448140016936534,4.10966849947513,9.369509477319943,0,,,,,
pair,14.8,,,,,,,robot_2,robot_3,5.822152806877502,-0.4594759596235406,-1.0351048954242592,1.13250178896249,4.984422635152708,1.4258098174067713,0,,,,,
pair,14.8,,,,,,,robot_2,robot_4,1.8554362927038024,-0.6764988340341409,-0.006198433783772994,0.6765272300735011,-2.6802532036492175,0.3933401867765669,0,,,,,
pair,14.8,,,,,,,robot_3,robot_4,6.754012687003356,-0.21702287441060025,1.0289064616404862,1.0515452604728834,5.17170073737108,4.005224876095043,0,,,,,
robot,14.9,robot_1,0.24060469433604165,4.491808943160953,0.07179249925161259,0.006523333580703266,0.0307591764375643,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,14.9,robot_2,1.0930895877134994,-5.516286142971706,0.05483988897230864,-0.01993988253337916,0.0664407649509672,,,,,,,,,,0.34837267847784453,proceed,0.0011721344199031591,-0.0008194066002460539,0.0010875821179162362
robot,14.9,robot_3,2.0410729273753736,0.1652281358606939,0.07379434525538478,-0.020121654314203777,-0.08707914694639203,,,,,,,,,,0.0,proceed,0.0018777428194880486,-0.0,0.0
robot,14.9,robot_4,-0.7696454996122549,-5.9098701093072865,0.07234590324059148,-0.015910505829423764,-0.07522353500769083,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,14.9,,,,,,,robot_1,robot_2,10.044336600617756,-0.3003244916904837,0.5901889520921664,0.6622067649011122,14.0534529063527,3.779105011120933,0,,,,,
pair,14.9,,,,,,,robot_1,robot_3,4.686255151000928,-0.7730692373589532,-0.41802633666121114,0.8788526974943786,-0.5395491956909907,4.662202979504445,0,,,,,
pair,14.9,,,,,,,robot_1,robot_4,10.450623549096443,-0.9345529508975043,0.6083184194506464,1.1150966404191907,4.329439635654359,9.268679753281242,0,,,,,
pair,14.9,,,,,,,robot_2,robot_3,5.760058759496549,-0.4727447456684695,-1.0082152887533775,1.113546435059267,4.980979930757848,1.553715832367358,0,,,,,
pair,14.9,,,,,,,robot_2,robot_4,1.9038619551088607,-0.6342284592070206,0.018129467358480034,0.6344875223791352,-2.9168871389857047,0.44664794421509696,0,,,,,
pair,14.9,,,,,,,robot_3,robot_4,6.693799874828264,-0.16148371353855112,1.0263447561118575,1.0389709082243397,5.355693626294721,3.7207928658886575,0,,,,,
robot,15.0,robot_1,0.28058287894242495,4.4831909464057995,0.06227504546333209,0.003964882328716944,0.02007497866626986,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,15.0,robot_2,1.121444902253415,-5.499197072265414,0.04751893191916545,-0.017511995863182684,0.05694663647016278,,,,,,,,,,0.3352038789957926,proceed,0.0012556590372696519,-0.0007906402882342282,0.0010755629452807525
robot,15.0,robot_3,2.0261750105964764,0.12404858255333845,0.06461170575703157,-0.019091848377004193,-0.09325603219799995,,,,,,,,,,0.0,proceed,0.00208717561326921,-0.0,0.0
robot,15.0,robot_4,-0.7950097889722004,-5.87578352562747,0.06444312424621683,-0.012448266461255679,-0.061493263410542086,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,15.0,,,,,,,robot_1,robot_2,10.017740239073742,-0.263185825965034,0.7708397335231046,0.8145309532282172,11.93156519951642,2.4296844336917474,0,,,,,
pair,15.0,,,,,,,robot_1,robot_3,4.695659063265322,-0.7309227061124381,-0.1802596008403642,0.7528223734758798,0.8647957483844712,4.650307957286843,0,,,,,
pair,15.0,,,,,,,robot_1,robot_4,10.414665222632394,-0.8467311347394186,0.8024446677694318,1.1665637828120232,5.43899142939792,8.258759574446556,0,,,,,
pair,15.0,,,,,,,robot_2,robot_3,5.695562155167866,-0.4677368801474042,-0.9510993343634688,1.059890434373601,5.137623832877049,1.6697114321157176,0,,,,,
pair,15.0,,,,,,,robot_2,robot_4,1.9531041806254168,-0.5835453087743846,0.031604934246327154,0.5844005469378913,-3.239702500673309,0.47967902182585453,0,,,,,
pair,15.0,,,,,,,robot_3,robot_4,6.630012745061258,-0.1158084286269804,0.982704268609796,0.9895045586984248,5.688115642502622,3.503997473349743,0,,,,,
robot,15.100000000000001,robot_1,0.3150428844088409,4.475405731743413,0.05603839969703056,0.002655529318164219,0.014074653201810223,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,15.100000000000001,robot_2,1.1450862918691038,-5.48314951036779,0.04309162407320476,-0.014123993877038696,0.05283433223345605,,,,,,,,,,0.32186583938779223,proceed,0.0012307452270761132,-0.000746746573658124,0.0010514649420091994
robot,15.100000000000001,robot_3,2.010149901556509,0.08932409761353206,0.05780448501263774,-0.018950288321510213,-0.09701265738680423,,,,,,,,,,0.0,proceed,0.0022876074071973562,-0.0,0.0
robot,15.100000000000001,robot_4,-0.8168308310801835,-5.845217318366052,0.059130890858041206,-0.010796708383009519,-0.05470309261428251,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,15.100000000000001,,,,,,,robot_1,robot_2,9.993087339178457,-0.26645711888390816,0.7793175891214179,0.8236111345276558,11.767113146719023,2.436417414441538,0,,,,,
pair,15.100000000000001,,,,,,,robot_1,robot_3,4.702244134542007,-0.7256539583211694,-0.11809701961493108,0.7352010427557287,1.3173928675572275,4.601414292476215,0,,,,,
pair,15.100000000000001,,,,,,,robot_1,robot_4,10.382504430543996,-0.8045399959346209,0.8196747101438626,1.1485430925776816,5.7225554049062355,8.037245050791508,0,,,,,
pair,15.100000000000001,,,,,,,robot_2,robot_3,5.6392195524251205,-0.4591968394372612,-0.897414608736349,1.0080747578044915,5.311922378277553,1.768263250331885,0,,,,,
pair,15.100000000000001,,,,,,,robot_2,robot_4,1.9950468402797652,-0.5380828770507127,0.04035712102244471,0.5395941806509709,-3.5755435994856244,0.5077886760221636,0,,,,,
pair,15.100000000000001,,,,,,,robot_3,robot_4,6.573477152974371,-0.07888603761345148,0.9377717297587937,0.9410838560219545,6.032070540968177,3.3144921667068488,0,,,,,
robot,15.200000000000001,robot_1,0.3555145752215025,4.4618932166601555,0.06816920297714532,-0.014822114511423363,-0.002413402366414476,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,15.200000000000001,robot_2,1.1702716606468166,-5.464948132547772,0.042955438798619065,-0.015744275651108797,0.05490749713606391,,,,,,,,,,0.30760206365752685,proceed,0.0011147703044116497,-0.0006788328619909794,0.0010240842513466052
robot,15.200000000000001,robot_3,1.989521022606591,0.05234895783881136,0.060048487725366126,-0.019837368454085198,-0.1070286422439726,,,,,,,,,,0.0,proceed,0.0024627037346363068,-0.0,0.0
robot,15.200000000000001,robot_4,-0.8405311365313052,-5.810569161641407,0.062047435424880185,-0.010056407072612728,-0.05316981495420394,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,15.200000000000001,,,,,,,robot_1,robot_2,9.960221296768209,-0.33081097326070497,0.9964060809898838,1.0498861739556882,9.218048964939378,2.3546163336684187,0,,,,,
pair,15.200000000000001,,,,,,,robot_1,robot_3,4.7025586270242625,-0.7131346713959503,-0.045704342792453834,0.7145977515337564,1.8872641330172635,4.505024092095471,0,,,,,
pair,15.200000000000001,,,,,,,robot_1,robot_4,10.341857118439766,-0.7506492767395014,0.8474444399009977,1.1320938191637,6.091844913552648,7.7066039891845595,0,,,,,
pair,15.200000000000001,,,,,,,robot_2,robot_3,5.577789589134727,-0.3823236981352454,-1.0421104237823375,1.1100295246125724,4.920484326834375,1.1311817385851686,0,,,,,
pair,15.200000000000001,,,,,,,robot_2,robot_4,2.040289632599034,-0.4198383034787964,-0.148961641088886,0.4454815053218798,-4.513375097574604,0.3466530848703294,0,,,,,
pair,15.200000000000001,,,,,,,robot_3,robot_4,6.510223045270456,-0.037514605343551,0.8931487826934517,0.8939362917126012,6.419907461473531,3.0736001276366007,0,,,,,
robot,15.3,robot_1,0.38958098316393186,4.439508968956671,0.0645840184080529,-0.024610762949546887,-0.02843961860307291,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
robot,15.3,robot_2,1.190603620637041,-5.450328696678302,0.037551256716849765,-0.01527069359587582,0.050295434277762126,,,,,,,,,,0.2917305142915595,proceed,0.0010485368547961116,-0.0006281229268323355,0.0009904640863261532
robot,15.3,robot_3,1.970458800185093,0.02273751847993231,0.05497610657859553,-0.017818489780491976,-0.10026679594320546,,,,,,,,,,0.0,proceed,0.0026144389994442463,-0.0,0.0
robot,15.3,robot_4,-0.8599047288912841,-5.781288608032081,0.05709581895377307,-0.00842302008886208,-0.046155030688672,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
pair,15.3,,,,,,,robot_1,robot_2,9.922223859516405,-0.32323914078309407,1.0192599840489365,1.069286891913312,9.042739747367216,2.226093227956101,0,,,,,
pair,15.3,,,,,,,robot_1,robot_3,4.691166669187527,-0.7007025234425494,0.004572735830809194,0.700717443961355,2.2971699903337535,4.4063609244903,0,,,,,
pair,15.3,,,,,,,robot_1,robot_4,10.29688873662376,-0.7112911240808093,0.8568864608257709,1.113637943832131,6.345252202694237,7.489534667338313,0,,,,,
pair,15.3,,,,,,,robot_2,robot_3,5.52834766422793,-0.3774633826594553,-1.0146872482181273,1.082621271241792,4.9893122201413025,1.177302732548916,0,,,,,
pair,15.3,,,,,,,robot_2,robot_4,2.0770457275680467,-0.38805198329771523,-0.16237352322316556,0.42065366132389026,-4.800482314360061,0.4861924046373383,0,,,,,
pair,15.3,,,,,,,robot_3,robot_4,6.457373845764215,-0.010588600638259948,0.8523137249949617,0.8523794954586037,6.767429765175673,2.9022450803719235,0,,,,,
robot,15.4,robot_1,0.4211493533774146,4.413054589028425,0.06183180528988574,-0.02954064939047152,-0.05444961849232577,,,,,,,,,,0.0,proceed,0.0,-0.0,0.0
