checkpoint_key,experiment_group,method_or_variant,scenario,training_seed,training_episodes,validation_points,selected_training_episode,checkpoint_relative_path,checkpoint_sha256,source_commit,config_sha256,selection_score_text,release_in_public_repo
main__dynamic_pedestrians__MADDPG-style__seed1,main,MADDPG-style,dynamic_pedestrians,1,100,20,85,checkpoints/MADDPG-style/dynamic_pedestrians/seed1_ep85.pt,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.18",no
main__dynamic_pedestrians__MADDPG-style__seed2,main,MADDPG-style,dynamic_pedestrians,2,100,20,100,checkpoints/MADDPG-style/dynamic_pedestrians/seed2_ep100.pt,656b5a2950388f1e8c3ac5af14a6ff77d248c8267b7e5c4bc8dfbe0218789a38,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.24",no
main__dynamic_pedestrians__MADDPG-style__seed3,main,MADDPG-style,dynamic_pedestrians,3,100,20,70,checkpoints/MADDPG-style/dynamic_pedestrians/seed3_ep70.pt,0102f4da9e9216ccef46082fd9d22153a63eb42c8ee3a3367744f62bfc2bb4b0,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=27.26",no
main__dynamic_pedestrians__MADDPG-style__seed4,main,MADDPG-style,dynamic_pedestrians,4,100,20,95,checkpoints/MADDPG-style/dynamic_pedestrians/seed4_ep95.pt,7cd8e17820e512a3f842a0f68bd27b7bf2ac3d8be10b9cd054b3857fa2c7fb2c,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.34",no
main__dynamic_pedestrians__MADDPG-style__seed5,main,MADDPG-style,dynamic_pedestrians,5,100,20,95,checkpoints/MADDPG-style/dynamic_pedestrians/seed5_ep95.pt,e64b997c2083e072d9e46c5cadf5057466da9c9a08b370e3f938098054510aee,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.43",no
main__dynamic_pedestrians__MADDPG-style__seed6,main,MADDPG-style,dynamic_pedestrians,6,100,20,85,checkpoints/MADDPG-style/dynamic_pedestrians/seed6_ep85.pt,55ab5e18005370f7641f6c74aa68d386319af0225724805412c14f44c0ea8343,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=27.17",no
main__dynamic_pedestrians__MADDPG-style__seed7,main,MADDPG-style,dynamic_pedestrians,7,100,20,85,checkpoints/MADDPG-style/dynamic_pedestrians/seed7_ep85.pt,65a79fa7953143f37d69a4298069a2c482d0277f8c6220ea84382484544d4211,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.66",no
main__mixed_complex__MADDPG-style__seed0,main,MADDPG-style,mixed_complex,0,100,20,95,checkpoints/MADDPG-style/mixed_complex/seed0_ep95.pt,123843d5f0936dc739f563b8fa202a9fdc32ee41f6ea2205276c188101cc4fe1,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=39.92",no
main__mixed_complex__MADDPG-style__seed1,main,MADDPG-style,mixed_complex,1,100,20,90,checkpoints/MADDPG-style/mixed_complex/seed1_ep90.pt,c9bf02b3eba796eead854fa043aba6aa177db2b1d628e2818e0424346362cefa,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=39.44",no
main__mixed_complex__MADDPG-style__seed2,main,MADDPG-style,mixed_complex,2,100,20,90,checkpoints/MADDPG-style/mixed_complex/seed2_ep90.pt,cc36ef565d23ea12f69f2e258676d8f46e8de79927a7aa951bc31c77354f20c3,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=39.21",no
main__mixed_complex__MADDPG-style__seed3,main,MADDPG-style,mixed_complex,3,100,20,80,checkpoints/MADDPG-style/mixed_complex/seed3_ep80.pt,ccdf7053472e904497483b88ba2d0670264dabc88f956cca93c06e68b57715bc,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=39.87",no
main__mixed_complex__MADDPG-style__seed4,main,MADDPG-style,mixed_complex,4,100,20,80,checkpoints/MADDPG-style/mixed_complex/seed4_ep80.pt,2386c5518da493b17b745d0e4c181ce30487d62ded78986a7e697f67b6960e3b,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=39.34",no
main__mixed_complex__MADDPG-style__seed5,main,MADDPG-style,mixed_complex,5,100,20,80,checkpoints/MADDPG-style/mixed_complex/seed5_ep80.pt,5de7bc74c1568867e6e23d4a7dfed393551a39787d73407484ec2a6365f31b56,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=39.21",no
main__mixed_complex__MADDPG-style__seed6,main,MADDPG-style,mixed_complex,6,100,20,100,checkpoints/MADDPG-style/mixed_complex/seed6_ep100.pt,0422041699ff2f45b8c1f1b18366a66f506ece18bf78055b1bb41a1a9a7c5fa1,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=39.92",no
main__mixed_complex__MADDPG-style__seed7,main,MADDPG-style,mixed_complex,7,100,20,80,checkpoints/MADDPG-style/mixed_complex/seed7_ep80.pt,ec8010102a7bc984b41705612672c4d645130d8baa303509cc9e241964a8bb03,10bd6134d1956b59ae9f946801ced612b270f924,578d09fe08dd07cde7981c884d7bc11ea81fcbc5722bc41604d547bdffa3117d,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.12",no
main__static_clutter__CA-GAT-MAPPO__seed0,main,CA-GAT-MAPPO,static_clutter,0,100,20,80,checkpoints/CA-GAT-MAPPO/static_clutter/seed0_ep80.pt,32b57b023ab33276da86134da501d84a771975144fd1f90211ad7e29af38e612,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=30.16",no
main__static_clutter__CA-GAT-MAPPO__seed1,main,CA-GAT-MAPPO,static_clutter,1,100,20,100,checkpoints/CA-GAT-MAPPO/static_clutter/seed1_ep100.pt,c8383894f1ca21040260723e2d1af03750871b973ced1600e136c41c5efec297,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=31.08",no
main__static_clutter__CA-GAT-MAPPO__seed2,main,CA-GAT-MAPPO,static_clutter,2,100,20,90,checkpoints/CA-GAT-MAPPO/static_clutter/seed2_ep90.pt,65d1a2863c9025e481d4b3e0e77c45baddf47b35dc01a861ea5f76c4a6887f11,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=30.60",no
main__static_clutter__CA-GAT-MAPPO__seed3,main,CA-GAT-MAPPO,static_clutter,3,100,20,85,checkpoints/CA-GAT-MAPPO/static_clutter/seed3_ep85.pt,393abcb6fd079222a545cf2499fb150dadc203e2815c82a78f7abad9197326a6,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=30.54",no
main__static_clutter__CA-GAT-MAPPO__seed4,main,CA-GAT-MAPPO,static_clutter,4,100,20,70,checkpoints/CA-GAT-MAPPO/static_clutter/seed4_ep70.pt,85b75cebabfb43f6a21217c01bab2b4f56989a8e52faee5c7b1d32074fb631b4,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=31.76",no
main__static_clutter__CA-GAT-MAPPO__seed5,main,CA-GAT-MAPPO,static_clutter,5,100,20,100,checkpoints/CA-GAT-MAPPO/static_clutter/seed5_ep100.pt,b283858f9617c2e897d90052b2b1ac6b911654067f7448e0591c4b0a22e81cf3,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=30.31",no
main__static_clutter__CA-GAT-MAPPO__seed6,main,CA-GAT-MAPPO,static_clutter,6,100,20,75,checkpoints/CA-GAT-MAPPO/static_clutter/seed6_ep75.pt,ef4c83bb67c9f35ae17c7edff65168d0fc1c2678708c0a26ce593a6eaab9adbf,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=30.69",no
main__static_clutter__CA-GAT-MAPPO__seed7,main,CA-GAT-MAPPO,static_clutter,7,100,20,95,checkpoints/CA-GAT-MAPPO/static_clutter/seed7_ep95.pt,41ade5638b5129fa2e9fb7b1868b2eb2c7d7653272d8088df577bf04180280c1,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=30.31",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed0,main,CA-GAT-MAPPO,dynamic_pedestrians,0,100,20,90,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed0_ep90.pt,80d9888a6ef5c2096124f3a3adf8dcd3ea1694dc398f06e30dee26bd6896613e,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=27.15",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed1,main,CA-GAT-MAPPO,dynamic_pedestrians,1,100,20,80,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed1_ep80.pt,853b8d05a2d24ff0811eaacc9de88b80e1d12b02619eed5528fe1b37924a2672,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.89",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed2,main,CA-GAT-MAPPO,dynamic_pedestrians,2,100,20,80,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed2_ep80.pt,ac0c5c1eb164ce2555cc526b6600605a7e9b782381fd221505067a8d01572bcb,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=27.26",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed3,main,CA-GAT-MAPPO,dynamic_pedestrians,3,100,20,90,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed3_ep90.pt,10d915010ebf997460263d25dc25da09b8048e5edcff22f793b4ddeb60cfa59c,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=27.83",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed4,main,CA-GAT-MAPPO,dynamic_pedestrians,4,100,20,95,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed4_ep95.pt,0edc52a8acd379186c6ab98c1042d7e7743916870297cd3cab3f7db83225a1b4,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=27.40",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed5,main,CA-GAT-MAPPO,dynamic_pedestrians,5,100,20,95,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed5_ep95.pt,204d63fa6fe63720e7c75a9149e92a5a44a1162effa5d3cf08e42b89f72cfb7d,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.99",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed6,main,CA-GAT-MAPPO,dynamic_pedestrians,6,100,20,75,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed6_ep75.pt,6a90eb5c2f6f6818cfbba4a0b454c79b02975e3e195f2d5cb614c7bd0987a2d7,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=27.86",no
main__dynamic_pedestrians__CA-GAT-MAPPO__seed7,main,CA-GAT-MAPPO,dynamic_pedestrians,7,100,20,80,checkpoints/CA-GAT-MAPPO/dynamic_pedestrians/seed7_ep80.pt,c5f357624178b8ece5882b896805a8822cfce3350111dcb4accb2dcb62a98c13,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=26.96",no
main__mixed_complex__CA-GAT-MAPPO__seed0,main,CA-GAT-MAPPO,mixed_complex,0,100,20,80,checkpoints/CA-GAT-MAPPO/mixed_complex/seed0_ep80.pt,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.54",no
main__mixed_complex__CA-GAT-MAPPO__seed1,main,CA-GAT-MAPPO,mixed_complex,1,100,20,100,checkpoints/CA-GAT-MAPPO/mixed_complex/seed1_ep100.pt,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.59",no
main__mixed_complex__CA-GAT-MAPPO__seed2,main,CA-GAT-MAPPO,mixed_complex,2,100,20,80,checkpoints/CA-GAT-MAPPO/mixed_complex/seed2_ep80.pt,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=41.13",no
main__mixed_complex__CA-GAT-MAPPO__seed3,main,CA-GAT-MAPPO,mixed_complex,3,100,20,80,checkpoints/CA-GAT-MAPPO/mixed_complex/seed3_ep80.pt,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.48",no
main__mixed_complex__CA-GAT-MAPPO__seed4,main,CA-GAT-MAPPO,mixed_complex,4,100,20,90,checkpoints/CA-GAT-MAPPO/mixed_complex/seed4_ep90.pt,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.55",no
main__mixed_complex__CA-GAT-MAPPO__seed5,main,CA-GAT-MAPPO,mixed_complex,5,100,20,100,checkpoints/CA-GAT-MAPPO/mixed_complex/seed5_ep100.pt,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.62",no
main__mixed_complex__CA-GAT-MAPPO__seed6,main,CA-GAT-MAPPO,mixed_complex,6,100,20,90,checkpoints/CA-GAT-MAPPO/mixed_complex/seed6_ep90.pt,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.26",no
main__mixed_complex__CA-GAT-MAPPO__seed7,main,CA-GAT-MAPPO,mixed_complex,7,100,20,80,checkpoints/CA-GAT-MAPPO/mixed_complex/seed7_ep80.pt,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0,10bd6134d1956b59ae9f946801ced612b270f924,66cc412b499a209805b0a9aec16236066d1f6badcfb67616bcc43f1399e4cf50,"completed=4,collision=0,timeout=0,deadlock=0,completion=40.49",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed0,ablation,Full CA-GAT-MAPPO,mixed_complex,0,100,20,80,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed0_ep80.pt,e850924e53b1b52b5df6b194b4cc568d08282b00ccd43880d1b6a6b8218dbbb9,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=33.80",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed1,ablation,Full CA-GAT-MAPPO,mixed_complex,1,100,20,80,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed1_ep80.pt,18bb7d99f3e5436610f738c4d61094d5fe92aaf20353f2bbd518f61731da8668,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=35.31",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed2,ablation,Full CA-GAT-MAPPO,mixed_complex,2,100,20,85,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed2_ep85.pt,5905756bc48165e721b130669470fc80a0c4d8e75bc82980c9491abdeb8ef2a5,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=35.40",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed3,ablation,Full CA-GAT-MAPPO,mixed_complex,3,100,20,90,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed3_ep90.pt,19ad2a05254c5a4068780dbb6d5c6168c918c5dbf709f1202af4c5deba82c85c,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=37.73",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed4,ablation,Full CA-GAT-MAPPO,mixed_complex,4,100,20,85,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed4_ep85.pt,31d0c6720f718536c14b34deda7bbeb7992c32178499a5d207b6ba3cf2ffbb68,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=34.87",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed5,ablation,Full CA-GAT-MAPPO,mixed_complex,5,100,20,80,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed5_ep80.pt,d9e0b56484e310b00779a09868dd76529d3b5885ee3b2e5839ed215b7f1d393d,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=37.46",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed6,ablation,Full CA-GAT-MAPPO,mixed_complex,6,100,20,85,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed6_ep85.pt,8b06c0f56f2438ca92613153a8e659edc4e6b218810389bf614bf9f9051a7949,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=35.53",no
ablation__mixed_complex__Full_CA-GAT-MAPPO__seed7,ablation,Full CA-GAT-MAPPO,mixed_complex,7,100,20,75,checkpoints/Full CA-GAT-MAPPO/mixed_complex/seed7_ep75.pt,7cde29d0339dd73906068ccb271c142570ac36528267b5b59cd13a43424eab56,6ab462282254dde9da98b27b25c83d9d362b1a8c,2053082647b037e2c23c1d0b3c528202c2b892aecd3bc3cb1bd0b0efe58606c8,"completed=4,collision=0,completion=35.76",no
ablation__mixed_complex__Fully-connected_GAT__seed0,ablation,Fully-connected GAT,mixed_complex,0,100,20,90,checkpoints/Fully-connected GAT/mixed_complex/seed0_ep90.pt,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=34.48",no
ablation__mixed_complex__Fully-connected_GAT__seed1,ablation,Fully-connected GAT,mixed_complex,1,100,20,75,checkpoints/Fully-connected GAT/mixed_complex/seed1_ep75.pt,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=37.08",no
ablation__mixed_complex__Fully-connected_GAT__seed2,ablation,Fully-connected GAT,mixed_complex,2,100,20,85,checkpoints/Fully-connected GAT/mixed_complex/seed2_ep85.pt,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=35.96",no
ablation__mixed_complex__Fully-connected_GAT__seed3,ablation,Fully-connected GAT,mixed_complex,3,100,20,75,checkpoints/Fully-connected GAT/mixed_complex/seed3_ep75.pt,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=33.06",no
ablation__mixed_complex__Fully-connected_GAT__seed4,ablation,Fully-connected GAT,mixed_complex,4,100,20,75,checkpoints/Fully-connected GAT/mixed_complex/seed4_ep75.pt,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=37.60",no
ablation__mixed_complex__Fully-connected_GAT__seed5,ablation,Fully-connected GAT,mixed_complex,5,100,20,90,checkpoints/Fully-connected GAT/mixed_complex/seed5_ep90.pt,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=37.88",no
ablation__mixed_complex__Fully-connected_GAT__seed6,ablation,Fully-connected GAT,mixed_complex,6,100,20,70,checkpoints/Fully-connected GAT/mixed_complex/seed6_ep70.pt,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=35.38",no
ablation__mixed_complex__Fully-connected_GAT__seed7,ablation,Fully-connected GAT,mixed_complex,7,100,20,90,checkpoints/Fully-connected GAT/mixed_complex/seed7_ep90.pt,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c,"completed=4,collision=0,completion=35.62",no
ablation__mixed_complex__w/o_GAT__seed0,ablation,w/o GAT,mixed_complex,0,100,20,75,checkpoints/w/o GAT/mixed_complex/seed0_ep75.pt,832ea4a053a4958f2ab79cc3bba4cb90a3e5872bb390df75b0f6198ef3694a26,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=33.82",no
ablation__mixed_complex__w/o_GAT__seed1,ablation,w/o GAT,mixed_complex,1,100,20,70,checkpoints/w/o GAT/mixed_complex/seed1_ep70.pt,fd7b01d1d7a0086dfca3f1e89712543ce9485fd67234925a452aaec546e15de6,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=36.63",no
ablation__mixed_complex__w/o_GAT__seed2,ablation,w/o GAT,mixed_complex,2,100,20,80,checkpoints/w/o GAT/mixed_complex/seed2_ep80.pt,b4100c5d2c8d4ae47b02443a3818e6163bf9a17f26bbd7f4ea63d3033fff5a52,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=36.37",no
ablation__mixed_complex__w/o_GAT__seed3,ablation,w/o GAT,mixed_complex,3,100,20,85,checkpoints/w/o GAT/mixed_complex/seed3_ep85.pt,ccd877912f4826c069e87c7d467f8497b860bd800b81a78cabf2f5617c1d5b60,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=33.57",no
ablation__mixed_complex__w/o_GAT__seed4,ablation,w/o GAT,mixed_complex,4,100,20,85,checkpoints/w/o GAT/mixed_complex/seed4_ep85.pt,b5ae878647dcd037920c756c58500490afad9783db4e137cc2f1ef9e4d445bf3,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0,"completed=4,collision=0,completion=36.70",no
