record_id,protocol_id,scenario,controller,group_type,group_id,training_seed_if_applicable,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,collision_episode,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,min_rr_center_distance_m,min_rp_center_distance_m,intervention_ratio,checkpoint_sha256
classicalref__static_clutter__Classical_local_controller__g0__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,0,4,ON,0.1,1,0,0,N/A,37.469696,38.87104,2.257368,17.8611,21.1127,0.846,0.747099,0.677161,N/A,0.2699475,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,1,4,ON,0.1,1,0,0,N/A,38.283464,38.496778,2.173901,17.8066,21.2377,0.8384,0.738358,0.674548,N/A,0.27095458,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,2,4,ON,0.1,1,0,0,N/A,36.961563,39.113997,2.178037,17.4206,21.4252,0.8131,0.745786,0.639842,N/A,0.27236098,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,3,4,ON,0.1,1,0,0,N/A,35.909588,39.506129,2.007383,17.3606,21.1127,0.8223,0.765689,0.659854,N/A,0.27633992,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,4,4,ON,0.1,1,0,0,N/A,36.87143,40.48244,1.742396,17.9585,21.3627,0.8406,0.742571,0.631218,N/A,0.2708485,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,5,4,ON,0.1,1,0,0,N/A,35.370771,40.146083,2.473004,17.4705,21.3002,0.8202,0.740319,0.650532,N/A,0.27070124,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,6,4,ON,0.1,1,0,0,N/A,35.693394,38.446097,2.129435,17.6743,21.2377,0.8322,0.731798,0.647806,N/A,0.27031959,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,7,4,ON,0.1,1,0,0,N/A,34.846556,37.721751,2.495484,17.323,21.3627,0.8109,0.768261,0.656511,N/A,0.27633235,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,8,4,ON,0.1,1,0,0,N/A,34.685229,39.775461,2.260393,17.9952,21.1127,0.8523,0.762064,0.639995,N/A,0.27024497,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g0__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,0,N/A,9,4,ON,0.1,1,0,0,N/A,37.324135,39.331184,2.115336,17.8145,21.2377,0.8388,0.763177,0.648992,N/A,0.27619185,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,0,4,ON,0.1,1,0,0,N/A,38.136973,40.973101,2.009592,17.4306,21.4252,0.8136,0.761624,0.622356,N/A,0.26507226,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,1,4,ON,0.1,1,0,0,N/A,34.549364,41.472272,2.761199,17.9555,21.3627,0.8405,0.732199,0.658281,N/A,0.26348817,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,2,4,ON,0.1,1,0,0,N/A,37.101047,39.640448,2.309357,17.3361,21.4252,0.8091,0.737573,0.658573,N/A,0.26563731,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,3,4,ON,0.1,1,0,0,N/A,41.007487,41.378815,1.841233,17.824,21.4252,0.8319,0.731688,0.644482,N/A,0.2614699,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,4,4,ON,0.1,1,0,0,N/A,38.158261,38.304013,2.26564,17.4062,21.4252,0.8124,0.764895,0.67407,N/A,0.26536061,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,5,4,ON,0.1,1,0,0,N/A,35.430027,41.456214,2.262467,17.9984,21.3002,0.845,0.742248,0.635347,N/A,0.26708915,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,6,4,ON,0.1,1,0,0,N/A,36.898228,38.340589,2.121273,17.4066,21.3627,0.8148,0.73868,0.645397,N/A,0.26414586,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,7,4,ON,0.1,1,0,0,N/A,39.014281,42.577142,1.999544,17.8066,21.3002,0.836,0.755324,0.651259,N/A,0.26244618,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,8,4,ON,0.1,1,0,0,N/A,36.772166,42.055484,2.167276,17.5341,21.2377,0.8256,0.769912,0.641946,N/A,0.26100666,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g1__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,1,N/A,9,4,ON,0.1,1,0,0,N/A,37.133123,39.793789,2.696369,17.4152,21.1127,0.8249,0.740948,0.666886,N/A,0.26533009,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,0,4,ON,0.1,1,0,0,N/A,37.335366,38.763029,2.076867,17.3354,21.1127,0.8211,0.756662,0.639754,N/A,0.28849688,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,1,4,ON,0.1,1,0,0,N/A,36.31688,38.766937,2.07239,17.7295,21.3627,0.8299,0.73939,0.660183,N/A,0.28696509,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,2,4,ON,0.1,1,0,0,N/A,37.891953,39.208666,2.334182,17.4187,21.3627,0.8154,0.761723,0.631326,N/A,0.28510054,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,3,4,ON,0.1,1,0,0,N/A,38.982503,40.473088,2.447481,18.0393,21.5502,0.8371,0.746369,0.653129,N/A,0.28673504,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,4,4,ON,0.1,1,0,0,N/A,37.864128,38.143893,2.062304,17.3291,21.3002,0.8136,0.769658,0.6314,N/A,0.28656459,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,5,4,ON,0.1,1,0,0,N/A,39.005137,39.618603,2.404487,17.9462,21.1752,0.8475,0.76056,0.633145,N/A,0.28815446,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,6,4,ON,0.1,1,0,0,N/A,36.724246,39.684594,2.074469,17.3401,21.1127,0.8213,0.759756,0.643419,N/A,0.2879836,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,7,4,ON,0.1,1,0,0,N/A,37.233916,38.596569,1.422832,18.0392,21.2377,0.8494,0.768202,0.676867,N/A,0.28673505,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,8,4,ON,0.1,1,0,0,N/A,38.738993,39.728658,2.516562,17.6022,21.1127,0.8337,0.731948,0.653523,N/A,0.28608927,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g2__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,2,N/A,9,4,ON,0.1,1,0,0,N/A,35.32336,41.272338,2.427883,17.5095,21.1752,0.8269,0.749702,0.654118,N/A,0.28536723,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,0,4,ON,0.1,1,0,0,N/A,33.771204,41.485892,1.522658,17.7436,21.1752,0.8379,0.753405,0.625917,N/A,0.27186887,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,1,4,ON,0.1,1,0,0,N/A,36.787778,40.494225,1.681951,17.8961,21.3002,0.8402,0.748035,0.653546,N/A,0.26947165,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,2,4,ON,0.1,1,0,0,N/A,34.154458,39.655245,1.472179,17.9951,21.3627,0.8424,0.748986,0.647652,N/A,0.27261712,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,3,4,ON,0.1,1,0,0,N/A,34.263715,39.994134,1.880634,17.8003,21.3627,0.8332,0.761247,0.660583,N/A,0.26591944,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,4,4,ON,0.1,1,0,0,N/A,36.902073,39.340953,1.46145,17.3909,21.4877,0.8093,0.752141,0.641114,N/A,0.27041777,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,5,4,ON,0.1,1,0,0,N/A,35.495234,40.475902,2.178345,17.3375,21.2377,0.8164,0.766074,0.671453,N/A,0.27201814,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,6,4,ON,0.1,1,0,0,N/A,36.546675,41.049134,1.785211,18.0491,21.3002,0.8474,0.765971,0.654983,N/A,0.26879603,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,7,4,ON,0.1,1,0,0,N/A,35.518401,41.043435,1.951258,17.4256,21.3627,0.8157,0.739434,0.655846,N/A,0.26995467,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,8,4,ON,0.1,1,0,0,N/A,37.892619,41.080247,1.591476,17.7178,21.0502,0.8417,0.766091,0.660015,N/A,0.26863233,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g3__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,3,N/A,9,4,ON,0.1,1,0,0,N/A,37.895512,39.375575,1.642006,17.6428,21.1752,0.8332,0.733431,0.652737,N/A,0.27583954,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,0,4,ON,0.1,1,0,0,N/A,38.010576,38.176637,2.006778,17.5304,21.2377,0.8254,0.751867,0.624498,N/A,0.26340805,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,1,4,ON,0.1,1,0,0,N/A,33.861265,37.364708,1.358301,17.9151,21.2377,0.8436,0.760249,0.634627,N/A,0.26355406,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,2,4,ON,0.1,1,0,0,N/A,37.253222,37.256045,1.775103,17.5439,21.4252,0.8188,0.736142,0.665296,N/A,0.26181842,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,3,4,ON,0.1,1,0,0,N/A,35.041052,35.904182,2.209724,17.8904,21.1127,0.8474,0.761169,0.65192,N/A,0.26242097,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,4,4,ON,0.1,1,0,0,N/A,35.279359,38.098312,2.078972,17.5038,21.2377,0.8242,0.764884,0.647179,N/A,0.26682028,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,5,4,ON,0.1,1,0,0,N/A,34.890218,39.554388,1.960335,17.3742,21.1752,0.8205,0.750315,0.638007,N/A,0.2670104,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,6,4,ON,0.1,1,0,0,N/A,38.642041,39.062864,1.676595,17.5687,21.3002,0.8248,0.760247,0.639228,N/A,0.26301099,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,7,4,ON,0.1,1,0,0,N/A,33.549995,37.905629,1.96889,17.945,21.1752,0.8475,0.739325,0.620766,N/A,0.26562531,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,8,4,ON,0.1,1,0,0,N/A,36.281335,37.639413,2.041148,17.805,21.3627,0.8335,0.763662,0.657251,N/A,0.26677434,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g4__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,4,N/A,9,4,ON,0.1,1,0,0,N/A,38.362638,38.988207,2.543903,17.7651,21.3627,0.8316,0.764407,0.644851,N/A,0.263544,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,0,4,ON,0.1,1,0,0,N/A,37.028663,39.44864,1.98431,17.649,21.2377,0.831,0.74473,0.665848,N/A,0.27045839,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,1,4,ON,0.1,1,0,0,N/A,35.728389,41.741682,2.01619,17.6825,21.1752,0.8351,0.730693,0.642816,N/A,0.2707438,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,2,4,ON,0.1,1,0,0,N/A,38.349827,38.359076,2.020037,17.3317,21.1752,0.8185,0.752591,0.639366,N/A,0.27110397,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,3,4,ON,0.1,1,0,0,N/A,35.818916,38.343873,1.630735,17.8008,21.3002,0.8357,0.769011,0.664694,N/A,0.27205226,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,4,4,ON,0.1,1,0,0,N/A,35.149131,39.298963,2.134436,17.8567,21.1127,0.8458,0.733709,0.674422,N/A,0.26934198,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,5,4,ON,0.1,1,0,0,N/A,37.739835,39.458355,1.880125,17.6595,21.1127,0.8364,0.766039,0.652889,N/A,0.27270307,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,6,4,ON,0.1,1,0,0,N/A,37.015658,38.336288,2.213689,17.9349,21.3002,0.842,0.74018,0.623648,N/A,0.26971948,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,7,4,ON,0.1,1,0,0,N/A,35.442589,39.762173,1.740463,17.3529,21.1127,0.8219,0.748413,0.637256,N/A,0.27561257,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,8,4,ON,0.1,1,0,0,N/A,38.336645,39.50634,2.230073,17.4089,21.3002,0.8173,0.730364,0.631575,N/A,0.27277319,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g5__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,5,N/A,9,4,ON,0.1,1,0,0,N/A,37.060979,40.626801,1.94133,18.0759,21.1752,0.8536,0.759471,0.651439,N/A,0.27330435,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,0,4,ON,0.1,1,0,0,N/A,37.273171,39.113962,1.584523,17.8713,21.1752,0.844,0.730891,0.623289,N/A,0.26317958,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,1,4,ON,0.1,1,0,0,N/A,37.059119,39.093962,1.404191,17.3393,21.1127,0.8213,0.750598,0.637604,N/A,0.26328596,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,2,4,ON,0.1,1,0,0,N/A,38.38838,39.103962,2.162416,17.6615,21.2377,0.8316,0.769386,0.647501,N/A,0.26770207,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,3,4,ON,0.1,1,0,0,N/A,37.540881,39.103962,1.676764,17.4506,21.3002,0.8193,0.76062,0.6367,N/A,0.26261422,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,4,4,ON,0.1,1,0,0,N/A,35.779493,39.103962,1.612139,17.448,21.1127,0.8264,0.748771,0.648116,N/A,0.2647865,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,5,4,ON,0.1,1,0,0,N/A,37.835004,39.103962,1.41305,17.8241,21.2377,0.8393,0.739326,0.66441,N/A,0.26648256,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,6,4,ON,0.1,1,0,0,N/A,38.585576,39.103962,1.76119,17.5154,21.1752,0.8272,0.750364,0.630702,N/A,0.26997752,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,7,4,ON,0.1,1,0,0,N/A,38.488167,39.103962,2.039633,17.8349,21.3002,0.8373,0.762023,0.653201,N/A,0.26785852,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,8,4,ON,0.1,1,0,0,N/A,37.173769,39.103962,1.929313,17.712,21.3002,0.8315,0.740183,0.66084,N/A,0.26568474,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g6__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,6,N/A,9,4,ON,0.1,1,0,0,N/A,36.353993,39.103962,1.748442,17.7294,21.1127,0.8398,0.748983,0.670741,N/A,0.26587016,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep00,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,0,4,ON,0.1,1,0,0,N/A,38.293559,39.782834,1.859993,17.6537,21.3627,0.8264,0.747145,0.658636,N/A,0.2821045,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep01,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,1,4,ON,0.1,1,0,0,N/A,37.354448,41.531163,1.881949,17.4089,21.1127,0.8246,0.739661,0.621737,N/A,0.28010306,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep02,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,2,4,ON,0.1,1,0,0,N/A,37.589061,40.507258,2.325377,17.7376,21.1752,0.8377,0.760456,0.678753,N/A,0.27720078,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep03,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,3,4,ON,0.1,1,0,0,N/A,40.485039,40.503768,1.521767,17.8153,21.2377,0.8389,0.763352,0.649869,N/A,0.28461146,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep04,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,4,4,ON,0.1,1,0,0,N/A,38.882169,40.083119,2.366889,18.0656,21.3627,0.8457,0.745623,0.665579,N/A,0.28115014,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep05,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,5,4,ON,0.1,1,0,0,N/A,37.140785,40.484442,1.753803,17.4731,21.1127,0.8276,0.735174,0.638512,N/A,0.27603555,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep06,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,6,4,ON,0.1,1,0,0,N/A,37.421649,41.153457,1.685167,17.7197,21.3002,0.8319,0.758505,0.622178,N/A,0.2789778,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep07,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,7,4,ON,0.1,1,0,0,N/A,36.31,42.013885,2.182115,18.0258,21.3627,0.8438,0.763028,0.679363,N/A,0.27675994,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep08,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,8,4,ON,0.1,1,0,0,N/A,36.441164,38.696319,2.275483,18.0239,21.0502,0.8562,0.744026,0.65894,N/A,0.28192995,N/A (classical controller)
classicalref__static_clutter__Classical_local_controller__g7__ep09,classical_control_reference,static_clutter,Classical local controller,evaluation_seed,7,N/A,9,4,ON,0.1,1,0,0,N/A,36.501309,41.237615,2.131349,17.4028,21.2377,0.8194,0.756281,0.65061,N/A,0.28287016,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,0,4,ON,0.1,1,0,0,0,31.716557,35.079793,1.110907,13.3963,12.8192,1.045,0.911094,0.675414,0.804551,0.25693695,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,1,4,ON,0.1,1,0,0,0,31.697135,35.15537,0.997015,13.8167,12.8118,1.0784,0.911211,0.690105,0.842259,0.26091971,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,2,4,ON,0.1,1,0,0,0,32.459599,34.689706,1.183122,13.6849,12.8112,1.0682,0.912309,0.660577,0.830936,0.25684953,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,3,4,ON,0.1,1,0,0,0,29.972798,35.034876,1.426524,13.6833,12.8058,1.0685,0.934044,0.662109,0.849721,0.2577687,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,4,4,ON,0.1,1,0,0,0,31.845941,36.468888,1.041142,13.7884,12.825,1.0751,0.942106,0.677673,0.862188,0.25668699,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep05,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,5,4,ON,0.1,1,0,0,0,31.791058,36.462748,1.177746,13.4713,12.8106,1.0516,0.945084,0.66816,0.823702,0.25835498,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep06,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,6,4,ON,0.1,1,0,0,0,32.418055,34.761842,1.570878,13.3323,12.7812,1.0431,0.938721,0.671389,0.827286,0.25800671,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep07,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,7,4,ON,0.1,1,0,0,0,31.744281,36.206626,1.370142,13.8581,12.804,1.0823,0.932839,0.693888,0.80885,0.25473733,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep08,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,8,4,ON,0.1,1,0,0,0,29.376326,34.780138,0.912787,13.5494,12.8087,1.0578,0.943022,0.681103,0.899593,0.25820781,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g0__ep09,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,0,N/A,9,4,ON,0.1,1,0,0,0,30.762543,35.304749,1.394154,13.7621,12.8135,1.074,0.917205,0.700178,0.852435,0.25767945,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep00,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,0,4,ON,0.1,1,0,0,0,33.007418,37.461926,1.244052,14.0361,12.8146,1.0953,0.922731,0.70392,0.883331,0.24196041,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep01,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,1,4,ON,0.1,1,0,0,0,34.33745,36.243574,1.301135,13.7913,12.8038,1.0771,0.920508,0.667491,0.853991,0.24163584,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep02,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,2,4,ON,0.1,1,0,0,0,32.8108,38.662071,1.280842,13.9236,12.802,1.0876,0.916445,0.652012,0.887642,0.24301699,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep03,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,3,4,ON,0.1,1,0,0,0,34.504387,36.77638,1.01613,13.9604,12.8151,1.0894,0.930826,0.705827,0.829456,0.24028217,N/A (classical controller)
classicalref__dynamic_pedestrians__Classical_local_controller__g1__ep04,classical_control_reference,dynamic_pedestrians,Classical local controller,evaluation_seed,1,N/A,4,4,ON,0.1,1,0,0,0,32.612933,36.951106,1.3856,13.9781,12.8093,1.0912,0.937311,0.662971,0.833404,0.24292696,N/A (classical controller)
