record_id,protocol_id,scenario,controller,group_type,group_id,training_seed_if_applicable,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,collision_episode,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,min_rr_center_distance_m,min_rp_center_distance_m,intervention_ratio,checkpoint_sha256
classicalref__mixed_complex__CA-GAT-MAPPO__g5__ep05,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,5,5,4,ON,0.1,1,0,0,0,47.303425,47.33031,0.506394,21.9208,22.9279,0.9561,0.747614,0.817602,0.80162,0.28946523,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
classicalref__mixed_complex__CA-GAT-MAPPO__g5__ep06,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,5,6,4,ON,0.1,1,0,0,0,44.681934,50.234334,0.671949,21.977,23.1342,0.95,0.743845,0.840033,0.864693,0.28293407,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
classicalref__mixed_complex__CA-GAT-MAPPO__g5__ep07,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,5,7,4,ON,0.1,1,0,0,0,46.150472,48.006792,0.648601,21.3585,23.2401,0.919,0.758643,0.858774,0.876674,0.28332664,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
classicalref__mixed_complex__CA-GAT-MAPPO__g5__ep08,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,5,8,4,ON,0.1,1,0,0,0,46.108383,47.738986,0.725286,21.6061,23.2445,0.9295,0.747974,0.837878,0.800183,0.28461873,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
classicalref__mixed_complex__CA-GAT-MAPPO__g5__ep09,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,5,9,4,ON,0.1,1,0,0,0,45.597294,48.259956,0.657609,22.0316,22.7817,0.9671,0.735886,0.807604,0.892513,0.28676866,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep00,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,0,4,ON,0.1,1,0,0,0,49.434864,48.260636,0.807984,22.0811,22.9018,0.9642,0.742063,0.837945,0.814402,0.29967316,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep01,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,1,4,ON,0.1,1,0,0,0,45.720614,48.240636,0.895324,21.3862,23.0095,0.9295,0.739288,0.804243,0.818806,0.29519224,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep02,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,2,4,ON,0.1,1,0,0,0,48.93939,48.250636,0.814643,21.8064,23.1777,0.9408,0.757933,0.804862,0.834145,0.29331725,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep03,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,3,4,ON,0.1,1,0,0,0,46.215749,48.250636,0.699683,21.975,22.9692,0.9567,0.757922,0.804701,0.88788,0.29033155,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep04,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,4,4,ON,0.1,1,0,0,0,47.782078,48.250636,0.722094,21.9746,22.8654,0.961,0.758923,0.810911,0.855548,0.29128292,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep05,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,5,4,ON,0.1,1,0,0,0,44.769693,48.250636,0.934553,21.5628,23.1342,0.9321,0.769786,0.824253,0.830147,0.29620849,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep06,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,6,4,ON,0.1,1,0,0,0,47.023484,48.250636,0.595336,21.526,23.1777,0.9287,0.749426,0.840799,0.850985,0.29537024,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep07,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,7,4,ON,0.1,1,0,0,0,46.395649,48.250636,0.741483,21.8237,22.822,0.9563,0.74587,0.802831,0.887333,0.29511397,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep08,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,8,4,ON,0.1,1,0,0,0,46.216339,48.250636,0.860357,21.8739,23.1342,0.9455,0.738384,0.831152,0.855693,0.29548151,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g6__ep09,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,9,4,ON,0.1,1,0,0,0,47.276245,48.250636,0.775288,21.9154,23.1195,0.9479,0.76071,0.83399,0.870966,0.29348294,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep00,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,0,4,ON,0.1,1,0,0,0,43.057589,48.177208,0.637916,21.9434,22.9279,0.9571,0.73727,0.814185,0.814088,0.29942845,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep01,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,1,4,ON,0.1,1,0,0,0,44.037219,48.157208,0.744891,21.4676,23.0095,0.933,0.74808,0.831995,0.847317,0.29636108,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep02,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,2,4,ON,0.1,1,0,0,0,48.083271,48.167208,0.735975,22.0578,23.0893,0.9553,0.750767,0.807714,0.853219,0.2975638,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep03,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,3,4,ON,0.1,1,0,0,0,44.145345,48.167208,0.778183,21.4037,23.0576,0.9283,0.741119,0.840477,0.815243,0.29434553,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep04,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,4,4,ON,0.1,1,0,0,0,45.299702,48.167208,0.678751,21.67,23.1777,0.935,0.766417,0.83133,0.848213,0.29750508,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep05,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,5,4,ON,0.1,1,0,0,0,49.587034,48.167208,0.845688,21.5232,23.0716,0.9329,0.732382,0.800507,0.80505,0.29587542,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep06,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,6,4,ON,0.1,1,0,0,0,45.38276,48.167208,0.713977,21.6621,23.0095,0.9414,0.760461,0.802798,0.885685,0.29580018,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep07,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,7,4,ON,0.1,1,0,0,0,47.71681,48.167208,0.602206,21.8499,22.9467,0.9522,0.735106,0.847211,0.853394,0.30137681,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep08,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,8,4,ON,0.1,1,0,0,0,40.542932,48.167208,0.69208,21.6852,23.1823,0.9354,0.761206,0.827854,0.887713,0.29917637,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
classicalref__mixed_complex__CA-GAT-MAPPO__g7__ep09,classical_control_reference,mixed_complex,CA-GAT-MAPPO,training_checkpoint,7,7,9,4,ON,0.1,1,0,0,0,44.017515,48.167208,0.568884,21.8529,22.9642,0.9516,0.761114,0.845017,0.886076,0.29695486,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
